frame,time_sec,route_a_anchor_x,route_a_anchor_y,route_a_tip_x,route_a_tip_y,x_route_a_px,anchor_x,anchor_y,tip_x,tip_y,x_px,x_fit_px,kappa_fit_px_inv,quality,centerline_points,quadratic_rmse_px,circle_rmse_px,model_name,route_c_anchor_x,route_c_anchor_y,route_c_tip_x,route_c_tip_y,route_c_axis_theta_rad,x_route_c_px,kappa_route_c_px_inv,x_route_a_smooth,x_fit_smooth,x_route_c_smooth,kappa_fit_smooth,kappa_route_c_smooth
11,0.36666666666666664,569.0,0.0,263.0,380.0,487.8893317136582,575.25,1.0,263.5769219158113,379.7280223097682,490.4844773131369,490.4844773131369,0.006182276964723103,0.18573193415188258,489,1.3420154107665978,1.2845449313913002,quadratic,573.7322643158942,0.758775880967093,264.777800801592,377.9948779881969,2.2570127191204143,487.60633430921155,0.0060566476007620175,488.3697369821353,490.5453644475323,487.60633430921155,0.006159394241602454,0.0060566476007620175
12,0.4,569.0,0.0,263.0,380.0,487.8893317136582,575.25,1.0,263.77435687930836,379.9692313678167,490.5453644475323,490.5453644475323,0.006159394241602454,0.20491549616640042,489,1.3194360043147753,1.5598756596169987,quadratic,573.728216248476,0.757816597882573,264.9316037151797,378.1231427030083,2.256594349971346,487.60633430921155,0.0060566476007620175,488.3697369821353,490.5453644475323,487.60633430921155,0.006143896368329715,0.0060566476007620175
13,0.43333333333333335,569.0,0.0,263.0,380.0,487.8893317136582,575.25,1.0,263.77435687930836,379.9692313678167,490.5453644475323,490.5453644475323,0.006124374077043521,0.1888975442634629,489,1.2402931013129308,1.4654234453917607,quadratic,573.724888398672,0.7569951740613234,265.0743819948054,378.2418321610631,2.2562072370454995,487.60633430921155,0.0060566476007620175,488.5171440185083,490.5453644475323,487.60633430921155,0.006143896368329715,0.0060566476007620175
14,0.4666666666666667,569.0,0.0,263.0,380.0,487.8893317136582,575.25,1.0,264.07353160240143,380.7684864561137,490.97341861812544,490.97341861812544,0.006143896368329715,0.20945715214724575,488,1.4201787048681809,1.5963311085904603,quadratic,573.7219636153195,0.7562485252547916,265.2429190276167,378.3812163289272,2.255753099615078,487.60633430921155,0.0060566476007620175,488.5171440185083,490.97341861812544,487.60633430921155,0.006143896368329715,0.0060566476007620175
15,0.5,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.32353160240143,381.2184864561137,491.16327854714547,491.16327854714547,0.006134648828757462,0.20596131169689794,488,1.2954350270570523,1.6710209540233627,quadratic,573.7195990137075,0.7556008571819859,265.4243334870653,378.53062188467635,2.2552665254552897,487.60633430921155,0.0060566476007620175,488.824099242253,491.16327854714547,487.60633430921155,0.006143896368329715,0.0060566476007620175
16,0.5333333333333333,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.32353160240143,381.2184864561137,491.16327854714547,491.16327854714547,0.0061118832195981325,0.20137020304124742,489,1.3619678041380026,1.741339435393939,quadratic,573.7177291396833,0.7550408286308352,265.55601929728334,378.63901488081933,2.2549130441000194,487.60633430921155,0.0060566476007620175,488.824099242253,491.16327854714547,487.60633430921155,0.006134648828757462,0.0060566476007620175
17,0.5666666666666667,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.32353160240143,381.2184864561137,491.16327854714547,491.16327854714547,0.006101526791437227,0.20131666732672965,489,1.3636011013910965,1.7297585366613282,quadratic,573.7162983126651,0.7545548162203537,265.6793353701145,378.7402248086108,2.2545829689350763,487.60633430921155,0.0060566476007620175,488.824099242253,491.16327854714547,487.60633430921155,0.006134648828757462,0.0060566476007620175
18,0.6,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.32353160240143,381.2184864561137,491.16327854714547,491.16327854714547,0.006122485910057696,0.20144313639864966,489,1.38572898655467,1.6130523348647638,quadratic,573.7152911690575,0.7541358014417686,265.79630471038143,378.8359193307838,2.2542708896824446,487.60633430921155,0.0060566476007620175,488.824099242253,491.16327854714547,487.60633430921155,0.006134648828757462,0.0060566476007620175
19,0.6333333333333333,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.3269219158113,381.2280223097682,491.1685142951898,491.1685142951898,0.006145244985043557,0.2068583107674363,489,1.4681290246719845,1.612887118338959,quadratic,573.7146779407003,0.7537743654701173,265.90950561733615,378.9282224042696,2.253969896104602,487.60633430921155,0.0060566476007620175,488.824099242253,491.1685142951898,487.60633430921155,0.006134648828757462,0.0060566476007620175
20,0.6666666666666666,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.3269219158113,381.2280223097682,491.1685142951898,491.1685142951898,0.006147632722300735,0.2072579595478373,489,1.4568592045924362,1.6215508924335058,quadratic,573.7144820757162,0.7534697738478691,266.0196775627122,379.0177220290284,2.253678087106638,487.60633430921155,0.0060566476007620175,488.824099242253,491.1685142951898,487.60633430921155,0.006122485910057696,0.0060566476007620175
21,0.7,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.3269219158113,381.2280223097682,491.1685142951898,491.1685142951898,0.006121939042135875,0.20074329262833057,488,1.395076281178344,1.6298632570904257,quadratic,573.7147069919023,0.7532204763572967,266.12787095432634,379.1052728757859,2.2533926888829123,487.60633430921155,0.0060566476007620175,488.824099242253,491.1685142951898,487.60633430921155,0.006121939042135875,0.0060566476007620175
22,0.7333333333333333,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.3269219158113,381.2280223097682,491.1685142951898,491.1685142951898,0.006138987988836161,0.1974933338153143,488,1.463822529083764,1.4167002291855881,quadratic,573.715321589548,0.7530191819076336,266.23548831077755,379.1920359142289,2.2531099087010182,487.60633430921155,0.0060566476007620175,488.824099242253,491.1685142951898,487.60633430921155,0.006121939042135875,0.0060566476007620175
23,0.7666666666666667,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.3269219158113,381.2280223097682,491.1685142951898,491.1685142951898,0.006141988342227359,0.19881883806561126,488,1.4370656583765897,1.4287715656045814,quadratic,573.7163291259086,0.7528608908437263,266.34464140122907,379.2797197050482,2.2528241744114057,487.60633430921155,0.0060566476007620175,488.824099242253,491.1685142951898,487.60633430921155,0.006121939042135875,0.0060566476007620175
24,0.8,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.4362771278941,381.62254789756923,491.404817125001,491.404817125001,0.006039142593397709,0.2057674499938176,487,1.439298173740124,1.6922621361679362,quadratic,573.71775126953,0.7527422425173497,266.4687633878102,379.37920289222603,2.2525000661000996,487.60633430921155,0.006055405194902068,488.824099242253,491.3975869071925,487.60633430921155,0.006092058560571966,0.006055405194902068
25,0.8333333333333334,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.85294379456076,382.20588123090255,491.59358863397676,491.59358863397676,0.00573050691946328,0.1592734185194932,488,1.5615705333735401,1.0112317915550662,circle,573.7197167758253,0.752679678203459,266.60324710476607,379.4866381705097,2.25215011855608,487.60633430921155,0.006043684046611295,488.824099242253,491.3975869071925,487.60633430921155,0.006079637640999205,0.006043684046611295
26,0.8666666666666667,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.5769219158113,381.7280223097682,491.3975869071925,491.3975869071925,0.006059071810944017,0.22330328015472367,488,1.4851589265437446,1.7162205976774763,quadratic,573.7218192459625,0.7526256372724387,266.69821412764844,379.5618693980605,2.251904945602237,487.60633430921155,0.006043684046611295,488.824099242253,491.3975869071925,487.60633430921155,0.006079637640999205,0.006043684046611295
27,0.9,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.5769219158113,381.7280223097682,491.3975869071925,491.3975869071925,0.006078699786614374,0.20389150144011325,487,1.3046896656151585,1.7055135582744576,quadratic,573.7247871756788,0.7526310407919161,266.8193123119546,379.6575884603783,2.2515931387139703,487.60633430921155,0.006043684046611295,488.824099242253,491.3975869071925,487.60633430921155,0.006079637640999205,0.006043684046611295
28,0.9333333333333333,570.0,0.0,264.0,382.0,489.44866942305606,575.7368421052631,1.0315789473684212,264.5769219158113,381.7280223097682,491.6810733809945,491.6810733809945,0.006092058560571966,0.20787584238390763,487,1.4189474731292353,1.669858289844694,quadratic,573.763675230145,0.7540359200076721,266.95791314793945,379.73973698486793,2.2513300063483,487.60633430921155,0.006043684046611295,488.824099242253,491.3975869071925,487.60633430921155,0.006078699786614374,0.006043684046611295
29,0.9666666666666667,569.0,0.0,264.0,382.0,488.824099242253,575.25,1.0,264.5769219158113,381.7280223097682,491.3975869071925,491.3975869071925,0.006074007422655046,0.19040752839150438,488,1.3788858835822089,1.538639347106887,quadratic,573.7236547874559,0.752421991656266,267.0739030069128,379.86436718911096,2.25091842269485,487.60633430921155,0.006041244690511007,488.9836398081228,491.3975869071925,487.60633430921155,0.006077090803168985,0.006041244690511007
30,1.0,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.32353160240143,382.2184864561137,491.30637104488864,491.30637104488864,0.006079637640999205,0.1977957683722122,488,1.4265502249211437,1.6723206473811065,quadratic,573.7195773279107,0.7522049156428539,267.2552600252734,380.01406627095366,2.2504293908411444,487.60633430921155,0.006037831648917059,488.9836398081228,491.3975869071925,487.60633430921155,0.006077090803168985,0.006037831648917059
31,1.0333333333333334,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.32353160240143,382.2184864561137,491.30637104488864,491.30637104488864,0.0060861021061955995,0.20774189099253118,488,1.4168978764970288,1.7956299647330833,quadratic,573.7159132841814,0.7520170309777914,267.39494736114733,380.1296693702346,2.2500514738586794,487.60633430921155,0.006033825422481893,488.9836398081228,491.3975869071925,487.60633430921155,0.006078699786614374,0.006033825422481893
32,1.0666666666666667,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.3269219158113,382.2280223097682,491.31163157755105,491.31163157755105,0.006085183782407313,0.20078774351580136,488,1.3691146592200114,1.6848215453244895,quadratic,573.7127099973079,0.7518620055561298,267.5384806304098,380.2479470051944,2.2496647519388464,487.60633430921155,0.006028528622798041,488.9836398081228,491.3975869071925,487.60633430921155,0.006078699786614374,0.006028528622798041
33,1.1,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.3269219158113,382.2280223097682,491.31163157755105,491.31163157755105,0.006077090803168985,0.21055408790995253,487,1.3617241293495093,1.817287560146363,quadratic,573.7098356523018,0.7517314354352103,267.6864965951601,380.3695039524556,2.249267208655253,487.60633430921155,0.006022052607543543,488.9836398081228,491.5421633051054,487.60633430921155,0.006077090803168985,0.006022052607543543
34,1.1333333333333333,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.47225223607325,382.92061776986293,491.75767537213363,491.75767537213363,0.006059408039481737,0.20762532636243367,486,1.4029855404970513,1.7070457556281193,quadratic,573.707311371271,0.7516284393834025,267.8614546741914,380.5124073511821,2.2487997675970446,487.60633430921155,0.006014094333933535,488.9836398081228,491.5421633051054,487.60633430921155,0.006074007422655046,0.006014094333933535
35,1.1666666666666667,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.87353160240144,382.9684864561137,491.5421892815963,491.5421892815963,0.005654798796582461,0.21261541984295537,486,1.5319261975449097,1.3526001771987075,circle,573.7050680444229,0.7515486857601975,268.0346982547724,380.6535917062275,2.2483377549797594,487.60633430921155,0.005994854157556399,488.9836398081228,491.5421633051054,487.60633430921155,0.006059408039481737,0.005994854157556399
36,1.2,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.5769219158113,382.7280223097682,491.5421633051054,491.5421633051054,0.006109671921883904,0.202088586461474,487,1.3815309170219996,1.4181453001329167,quadratic,573.7031240347054,0.751494867790385,268.188453680295,380.778761595722,2.2479279815151383,487.60633430921155,0.005994854157556399,488.9836398081228,491.5421892815963,487.60633430921155,0.006055596618415193,0.005994854157556399
37,1.2333333333333334,569.0,0.0,265.0,383.0,488.9836398081228,575.25,1.0,265.5769219158113,382.7280223097682,491.5421633051054,491.5421633051054,0.0056802602700288685,0.21385592224710465,487,1.5307727656680894,1.3503294540667312,circle,573.7013795312839,0.7514602517258141,268.36416648582724,380.9213217453744,2.247461109702177,487.60633430921155,0.0059938882259599905,488.9836398081228,491.57723179301723,487.60633430921155,0.006050620857744434,0.0059938882259599905
38,1.2666666666666666,569.0,0.0,266.0,384.0,489.14721710339927,575.25,1.0,266.39706320480286,383.43697291222736,491.57723179301723,491.57723179301723,0.006034066699389486,0.20757320421109696,487,1.4232729645419746,1.5125170374617325,quadratic,573.6998628198234,0.751450165793866,268.60722421726837,381.1176147085899,2.246817946390781,487.60633430921155,0.0059938882259599905,489.14721710339927,491.75767537213363,487.60633430921155,0.006034066699389486,0.0059938882259599905
39,1.3,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.32353160240143,384.2184864561137,492.2316235659053,492.2316235659053,0.006055596618415193,0.20819803416480698,487,1.4176978534073406,1.6939797332981446,quadratic,573.6985301563318,0.7514610143818531,268.82161557085584,381.29055783796315,2.246250927019902,487.60633430921155,0.0059938882259599905,489.9326484324146,492.2316235659053,487.60633430921155,0.0060303999285019096,0.0059938882259599905
40,1.3333333333333333,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.32353160240143,384.2184864561137,492.2316235659053,492.2316235659053,0.0060303999285019096,0.21331022791040924,486,1.5025627492679519,1.516807469126202,quadratic,573.6973543616875,0.751493384893833,269.0161587829638,381.4473120107176,2.245736712554781,487.60633430921155,0.0059938882259599905,489.9326484324146,492.2316235659053,487.60633430921155,0.006021175562686608,0.0059938882259599905
41,1.3666666666666667,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.3269219158113,384.2280223097682,492.23691984294106,492.23691984294106,0.006018962362381293,0.19671931818398655,488,1.2391987138512603,1.6154263062394343,quadratic,573.6963561330481,0.751551000952657,269.2137059929684,381.60618602872853,2.2452152883124525,487.60633430921155,0.0059938882259599905,489.9326484324146,492.23691984294106,487.60633430921155,0.006021175562686608,0.0059938882259599905
42,1.4,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.4362771278941,384.62254789756923,492.47555745392344,492.47555745392344,0.006050620857744434,0.2158556292851852,486,1.465492304397203,1.502625928586433,quadratic,573.6954578874775,0.7516265391864414,269.4276773864738,381.7779445376413,2.244651237898734,487.60633430921155,0.0059938882259599905,489.9326484324146,492.3845603534336,487.60633430921155,0.006018962362381293,0.0059938882259599905
43,1.4333333333333333,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.8472428079711,385.19443268115936,492.66380295983123,492.66380295983123,0.006021175562686608,0.2100703073110553,486,1.3886031243928143,1.563437479763373,quadratic,573.6946915696024,0.7517314377414315,269.6635624955752,381.96690665042735,2.2440303023514554,487.60633430921155,0.005990600917242718,489.9326484324146,492.3845603534336,487.60633430921155,0.006018962362381293,0.005990600917242718
44,1.4666666666666666,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.5769219158113,384.7280223097682,492.46955666288005,492.46955666288005,0.006017208803284043,0.20990250595388893,487,1.389417178360354,1.569562187015517,quadratic,573.6940336321672,0.7518612467878796,269.86318888305607,382.1266834853673,2.243505028427118,487.60633430921155,0.005987188703565977,489.9326484324146,492.3898812373353,487.60633430921155,0.006018641509956216,0.005987188703565977
45,1.5,569.0,0.0,266.0,385.0,489.9326484324146,575.25,1.0,266.5769219158113,384.7280223097682,492.46955666288005,492.46955666288005,0.00596426510737807,0.2108680218486336,486,1.5017098920133827,1.6658303000666268,quadratic,573.693473606173,0.7520191225380326,270.0918519733585,382.30934456707973,2.2429041280453594,487.60633430921155,0.005980486003859959,489.9326484324146,492.3898812373353,487.60633430921155,0.006017441110839928,0.005980486003859959
46,1.5333333333333334,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.32353160240143,385.2184864561137,492.3845603534336,492.3845603534336,0.006017441110839928,0.2175873167752474,487,1.4218958968356117,1.5193691018801505,quadratic,573.692998609894,0.7522075773346757,270.3831367241191,382.541501483409,2.2421397053691168,487.60633430921155,0.0059801758522200245,490.10203019371386,492.46955666288005,487.60633430921155,0.006017208803284043,0.0059801758522200245
47,1.5666666666666667,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.32353160240143,385.2184864561137,492.3845603534336,492.3845603534336,0.00600721107351794,0.22032168541379066,487,1.5325060414490002,1.5764934401923707,quadratic,573.692607926489,0.7524323357129811,270.6386833099458,382.74491398028294,2.2414695211153286,487.60633430921155,0.005975570582699001,490.10203019371386,492.46955666288005,487.60633430921155,0.00600721107351794,0.005975570582699001
48,1.6,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.3269219158113,385.2280223097682,492.3898812373353,492.3898812373353,0.006018641509956216,0.21261099382639193,487,1.512999770194307,1.4764193846227316,quadratic,573.6923028057274,0.7526964483621162,270.9066434201303,382.95785304478454,2.2407674377627966,487.60633430921155,0.005971719238947531,490.10203019371386,492.46955666288005,487.60633430921155,0.005994950840200106,0.005971719238947531
49,1.6333333333333333,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.3269219158113,385.2280223097682,492.3898812373353,492.3898812373353,0.005955983871846273,0.1963239392702395,487,1.4359946277554887,1.5649536366241037,quadratic,573.6920789392027,0.7529990418578707,271.1866243456405,383.1799688015871,2.240034523803695,487.60633430921155,0.00596297388197463,490.10203019371386,492.46955666288005,487.60633430921155,0.005985421369233066,0.00596297388197463
50,1.6666666666666667,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.4362771278941,385.62254789756923,492.6294675916206,492.6294675916206,0.005985421369233066,0.21794272392524872,485,1.5578484441232405,1.7301340962091811,quadratic,573.6919059710377,0.7533366405747233,271.49407606338957,383.4234411138334,2.239230378343734,487.60633430921155,0.005959650008543756,490.10203019371386,492.46955666288005,487.60633430921155,0.005978086263916162,0.005959650008543756
51,1.7,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.87353160240144,385.9684864561137,492.62666278723776,492.62666278723776,0.005994950840200106,0.2208347631054132,485,1.5080241441844493,1.6756301329644998,quadratic,573.6918061696372,0.7537375874303716,271.839768446922,383.6966635974444,2.238327070412306,487.60633430921155,0.005954687758247772,490.10203019371386,492.623968284314,487.60633430921155,0.005982560300049485,0.005954687758247772
52,1.7333333333333334,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.5769219158113,385.7280223097682,492.623968284314,492.623968284314,0.005970016926905537,0.20437998082120595,486,1.2995369661014473,1.4592301605305473,quadratic,573.6917814678653,0.7541992256030304,272.1759934823198,383.96193251646724,2.2374493064594896,487.60633430921155,0.005947094545882851,490.10203019371386,492.623968284314,487.60633430921155,0.005978086263916162,0.005947094545882851
53,1.7666666666666666,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.5769219158113,385.7280223097682,492.623968284314,492.623968284314,0.005964988127991685,0.21703873358373962,485,1.4184783584637985,1.4990942813479984,quadratic,573.6918098458365,0.754711655337009,272.54968448256335,384.25615570758214,2.2364745885254136,487.60633430921155,0.005940404962011116,490.10203019371386,492.623968284314,487.60633430921155,0.005970016926905537,0.005940404962011116
54,1.8,569.0,0.0,267.0,386.0,490.10203019371386,574.8947368421052,1.0315789473684212,268.10294379456076,386.20588123090255,492.42303705344113,492.42303705344113,0.005947651968572924,0.2217557984303299,487,1.460222876056609,1.7342914594657495,quadratic,573.6762283894186,0.7567005915683771,272.9847432105546,384.61157941870476,2.235300062117883,487.60633430921155,0.005932507581690194,490.10203019371386,492.623968284314,487.60633430921155,0.005970016926905537,0.005932507581690194
55,1.8333333333333333,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,268.10294379456076,386.20588123090255,492.669143615209,492.669143615209,0.005978086263916162,0.2104217448146082,485,1.3649787470622878,1.4117674127543667,quadratic,573.695989070499,0.7556423282394555,273.4505957013198,384.9595478511446,2.2341384537394258,487.60633430921155,0.0059271582429168065,490.10203019371386,492.62666278723776,487.60633430921155,0.005970016926905537,0.0059271582429168065
56,1.8666666666666667,569.0,0.0,267.0,386.0,490.10203019371386,575.25,1.0,267.77435687930836,385.9692313678167,492.68913141291284,492.68913141291284,0.005982560300049485,0.21768357292614968,486,1.4289785749535757,1.4468744112827905,quadratic,573.7001732663543,0.7560534321407026,273.9341150321328,385.33406579008073,2.2328914549177967,487.60633430921155,0.005919608968754767,490.10203019371386,492.62666278723776,487.60633430921155,0.005964988127991685,0.005919608968754767
57,1.9,569.0,0.0,268.0,387.0,490.2754327926293,575.25,1.0,268.39706320480286,386.43697291222736,492.66660624359184,492.66660624359184,0.005943867401790193,0.2103979736450453,486,1.5153075881287776,1.8185004184743352,quadratic,573.7045695570105,0.7565658697395284,274.5346799518317,385.7985303516538,2.2313422006683226,487.60633430921155,0.0059085072782432005,490.10203019371386,492.66660624359184,487.60633430921155,0.005964988127991685,0.0059085072782432005
58,1.9333333333333333,569.0,0.0,312.0,364.0,445.58388660273613,575.25,1.0,312.3065685424949,363.1934314575051,447.57494337553135,447.57494337553135,0.005712141231332008,0.21964480869275887,444,1.3662771580543334,0.7496268170198122,circle,573.7092066524989,0.7571693488648835,276.15804366394116,387.0514129800939,2.227145005662453,487.60633430921155,0.005889967137433226,490.2754327926293,492.66660624359184,487.60633430921155,0.005964988127991685,0.005889967137433226
59,1.9666666666666666,569.0,0.0,268.0,387.0,490.2754327926293,575.25,1.0,268.5769219158113,386.4780223097682,492.58672587218695,492.58672587218695,0.005976579589184419,0.21810119452619067,489,1.393372934887799,1.5601631623933139,quadratic,573.7142276559414,0.7578947397151647,275.57248567015955,386.5965124857231,2.228674739498683,487.60633430921155,0.005889967137433226,490.2754327926293,492.66660624359184,487.60633430921155,0.005947651968572924,0.005889967137433226
60,2.0,570.0,0.0,268.0,387.0,490.8900080466092,575.7368421052631,1.0315789473684212,268.57353160240143,386.7184864561137,493.0554633535023,493.0554633535023,0.005925396740222525,0.20559750931100065,485,1.4294170244746516,1.5056964580613443,quadratic,573.7549937476492,0.7601038108439704,276.08424512782665,386.96220462670044,2.2274546139374154,487.60633430921155,0.005883403170212879,490.2754327926293,492.66660624359184,487.60633430921155,0.005943867401790193,0.005883403170212879
