frame,time_sec_x,anchor_x,anchor_y,tip_x,tip_y,quality,length_env_px,length_axis_px,diameter_max_px,x_peak_norm,taper_left_px,taper_right_px,landing_zone_left_px,landing_zone_right_px,transition_zone_left_px,transition_zone_right_px,compaction_zone_length_px,zone_symmetry,length_axis_ref_px,length_env_ref_px,foreshortening_axis,foreshortening_env,time_sec_y,temperature_c,length_env_true_px,length_axis_true_px,diameter_true_px,x_peak_norm_true,taper_left_true_px,taper_right_true_px,landing_zone_left_true_px,landing_zone_right_true_px,transition_zone_left_true_px,transition_zone_right_true_px,compaction_zone_length_true_px,zone_symmetry_true,length_axis_ref_true_px,length_env_ref_true_px,foreshortening_axis_true,foreshortening_env_true,length_env_recovery,length_axis_recovery,diameter_max_recovery,length_env_smooth,length_axis_smooth,diameter_max_smooth,compaction_zone_smooth
10,0.5,378.27453656893783,277.83781531574516,894.1090633668871,264.7710267609458,1.0,516.0,516.0,122.11281589278798,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.5,20.93945720250522,519.9997358402238,519.9997358402238,119.99985601705194,0.5606773080188338,39.16413474676631,41.33786335703951,39.16413474676631,41.33786335703951,110.96458730353244,87.02736102566143,241.50578940722417,0.9581470986087484,519.9998262569229,519.9998262569229,1.7387832562665298e-07,1.7387832562665298e-07,0.0,0.0,0.0,516.0,516.0,122.11285201298557,248.0
11,0.55,378.27453656893783,277.83781531574516,894.1090633668871,264.7710267609458,1.0,516.0,516.0,122.11281589278798,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.55,21.03340292275574,519.9997242390195,519.9997242390195,119.99986656356091,0.5606773080203563,39.1641338732027,41.3378624345917,39.1641338732027,41.3378624345917,110.96458482835644,87.02735908371412,241.50578401915453,0.9581470986064414,519.9998262569229,519.9998262569229,1.9618834123935613e-07,1.9618834123935613e-07,0.0,0.0,0.0,516.0,516.0,122.11285201298557,248.0
12,0.6,378.2750395128349,277.8444266815695,894.1091621066978,264.7616911946895,1.0,516.0,516.0,122.11290575459796,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.6,21.127348643006265,519.9997120798741,519.9997120798741,119.9998776172867,0.5606773080219523,39.16413295762641,41.337861467780215,39.16413295762641,41.337861467780215,110.96458223414092,87.02735704837195,241.5057783719547,0.9581470986040236,519.9998262569229,519.9998262569229,2.1957132101402266e-07,2.1957132101402266e-07,0.0,0.0,0.0,516.0,516.0,122.11290575459796,248.0
13,0.65,378.2750395128349,277.8444266815695,894.1091621066978,264.7616911946895,1.0,516.0,516.0,122.11290575459796,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.65,21.221294363256785,519.9996993359555,519.9996993359555,119.99988920262292,0.5606773080236247,39.1641319980171,41.337860454471496,39.1641319980171,41.337860454471496,110.964579515161,87.02735491514363,241.5057724531622,0.9581470986014892,519.9998262569229,519.9998262569229,2.4407886511923493e-07,2.4407886511923493e-07,0.0,0.0,0.0,516.0,516.0,122.11290575459796,248.0
14,0.7,378.2750395128349,277.8444266815695,894.1091621066978,264.7616911946895,1.0,516.0,516.0,122.11290575459796,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.7,21.315240083507305,519.9996859791395,519.9996859791396,119.99990134513637,0.5606773080253774,39.16413099225707,41.33785939242972,39.16413099225707,41.33785939242972,110.96457666541625,87.0273526793211,241.50576624971544,0.9581470985988334,519.9998262569229,519.9998262569229,2.697650580696376e-07,2.697650582916822e-07,0.0,0.0,0.0,516.0,516.0,122.11290575459796,248.0
15,0.75,378.27511678765336,277.84541269873245,894.1091763666059,264.7601928573384,1.0,516.0,516.0,122.11291974356703,0.5736434108527132,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.75,21.40918580375783,519.99967197995,519.99967197995,119.9999140716234,0.5606773080272148,39.16412993812662,41.33785827931058,39.16412993812662,41.33785827931058,110.96457367861775,87.02735033597054,241.5057597479245,0.95814709859605,519.9998262569229,519.9998262569229,2.966865855213996e-07,2.966865855213996e-07,0.0,0.0,0.0,516.0,516.0,122.11290575459796,248.0
16,0.8,378.27511678765336,277.84541269873245,894.1091763666059,264.7601928573384,1.0,516.0,516.0,122.11291974356703,0.5736434108527132,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.8,21.50313152400835,519.9996573074934,519.9996573074934,119.99992741016906,0.5606773080291404,39.16412883329963,41.33785711265793,39.16412883329963,41.33785711265793,110.9645705481745,87.02734787992054,241.50575293344087,0.958147098593132,519.9998262569229,519.9998262569229,3.249028576179924e-07,3.249028576179924e-07,0.0,0.0,0.0,516.0,516.0,122.11290575459796,248.0
17,0.85,378.27511678765336,277.84541269873245,894.1091763666059,264.7601928573384,1.0,516.0,516.0,122.11291974356703,0.5736434108527132,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.85,21.597077244258873,519.9996419293902,519.9996419293902,119.9999413902091,0.5606773080311586,39.16412767533771,41.3378558898971,39.16412767533771,41.3378558898971,110.9645672671778,87.02734530575108,241.5057457912266,0.9581470985900744,519.9998262569229,519.9998262569229,3.544761427720644e-07,3.544761427720644e-07,0.0,0.0,0.0,516.0,516.0,122.11290575459796,248.0
18,0.9,378.2748312075533,277.84246933472826,894.1091450685117,264.7672774204858,1.0,516.0,516.0,122.1128632607023,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.9,21.691022964509393,519.9996258117039,519.9996258117039,119.99995604259487,0.5606773080332739,39.16412646168581,41.33785460832962,39.16412646168581,41.33785460832962,110.9645638283874,87.02734260778126,241.50573830551983,0.9581470985868688,519.9998262569229,519.9998262569229,3.854717037787836e-07,3.854717037787836e-07,0.0,0.0,0.0,516.0,516.0,122.1128632607023,248.0
19,0.95,378.2748312075533,277.84246933472826,894.1091450685117,264.7672774204858,1.0,516.0,516.0,122.1128632607023,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,0.95,21.784968684759917,519.9996089188658,519.9996089188658,119.99997139966152,0.5606773080354908,39.16412518966541,41.33785326512759,39.16412518966541,41.33785326512759,110.9645602242143,87.02733978005747,241.50573045980104,0.95814709858351,519.9998262569229,519.9998262569229,4.1795794192278635e-07,4.1795794192278635e-07,0.0,0.0,0.0,516.0,516.0,122.1128632607023,248.0
20,1.0,378.2746811647262,277.84063543911736,894.1091198260337,264.77036799832723,1.0,516.0,516.0,122.11283550644237,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.0,21.87891440501044,519.9995912135964,519.9995912135964,119.99998749529914,0.5606773080378143,39.16412385646939,41.3378518573266,39.16412385646939,41.3378518573266,110.9645564467049,87.02733681633916,241.50572223675644,0.9581470985799893,519.9998262569229,519.9998262569229,4.52006548079531e-07,4.52006548079531e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
21,1.05,378.2746811647262,277.84063543911736,894.1091198260337,264.77036799832723,1.0,516.0,516.0,122.11283550644237,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.05,21.97286012526096,519.9995726568236,519.9995726568236,120.00000436502776,0.5606773080402498,39.16412245915569,41.337850381819834,39.16412245915569,41.337850381819834,110.96455248752292,87.0273337100862,241.505713618239,0.9581470985762992,519.9998262569229,519.9998262569229,4.876926615882127e-07,4.876926615882127e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
22,1.1,378.2746811647262,277.84063543911736,894.1091198260337,264.77036799832723,1.0,516.0,516.0,122.11283550644237,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.1,22.06680584551148,519.9995532075964,519.9995532075964,120.00002204607566,0.5606773080428021,39.1641209946408,41.337848835351366,39.1641209946408,41.337848835351366,110.96454833793118,87.0273304544435,241.50570458522952,0.9581470985724316,519.9998262569229,519.9998262569229,5.25095034231704e-07,5.25095034231704e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
23,1.15,378.2746811647262,277.84063543911736,894.1091198260337,264.77036799832723,1.0,516.0,516.0,122.11283550644237,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.15,22.16075156576201,519.9995328229937,519.9995328229937,120.00004057746143,0.5606773080454774,39.164119459692614,41.33784721450823,39.164119459692614,41.33784721450823,110.96454398877243,87.02732704222669,241.50569511779375,0.9581470985683782,519.9998262569229,519.9998262569229,5.642962062069046e-07,5.642962062069046e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
24,1.2,378.2492765589035,277.83866383547263,894.0837371828809,264.7692632076574,1.0,516.0,516.0,122.11283061994598,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.2,22.25469728601253,519.9995114580308,519.9995114580308,120.0000600000802,0.5606773080482812,39.1641178509239,41.33784551571355,39.1641178509239,41.33784551571355,110.96453943044874,87.02732346590554,241.5056851950392,0.95814709856413,519.9998262569229,519.9998262569229,6.053826869800716e-07,6.053826869800716e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
25,1.25,378.2492765589035,277.83866383547263,894.0837371828809,264.7692632076574,1.0,516.0,516.0,122.11283061994598,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.25,22.34864300626305,519.9994890655598,519.9994890655598,120.00008035679386,0.5606773080512203,39.16411616478453,41.33784373521851,39.16411616478453,41.33784373521851,110.96453465290104,87.02731971758774,241.505674795068,0.9581470985596768,519.9998262569229,519.9998262569229,6.484451456900686e-07,6.484451456900686e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
26,1.3,378.2492765589035,277.83866383547263,894.0837371828809,264.7692632076574,1.0,516.0,516.0,122.11283061994598,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.3,22.44258872651357,519.999465596165,519.9994655961651,120.00010169252552,0.5606773080543002,39.16411439755339,41.337841869094035,39.16411439755339,41.337841869094035,110.96452964558613,87.02731578900179,241.5056638949298,0.95814709855501,519.9998262569229,519.9998262569229,6.935786120987331e-07,6.935786123207777e-07,0.0,0.0,0.0,516.0,516.0,122.11283550644237,248.0
27,1.35,378.2493629111172,277.8398443321232,894.0837486069111,264.76748670838015,1.0,516.0,516.0,122.11284728804131,0.5658914728682171,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.35,22.536534446764097,519.9994409980538,519.9994409980538,120.00012405435876,0.5606773080575285,39.16411254533065,41.337839913221615,39.16411254533065,41.337839913221615,110.96452439745372,87.02731167147792,241.50565247057,0.9581470985501188,519.9998262569229,519.9998262569229,7.408826880883623e-07,7.408826880883623e-07,0.0,0.0,0.0,516.0,516.0,122.11284728804131,248.0
28,1.4,378.2493629111172,277.8398443321232,894.0837486069111,264.76748670838015,1.0,516.0,516.0,122.11284728804131,0.5658914728682171,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.4,22.630480167014618,519.9994152169438,519.9994152169438,120.0001474916415,0.5606773080609118,39.164110604028735,41.337837863285415,39.164110604028735,41.337837863285415,110.9645188969226,87.02730735592951,241.50564049677757,0.9581470985449922,519.9998262569229,519.9998262569229,7.904617623788468e-07,7.904617623788468e-07,0.0,0.0,0.0,516.0,516.0,122.11284728804131,248.0
29,1.45,378.2493629111172,277.8398443321232,894.0837486069111,264.76748670838015,1.0,516.0,516.0,122.11284728804131,0.5658914728682171,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.45,22.724425887265134,519.9993881959414,519.9993881959414,120.00017205609493,0.5606773080644579,39.16410856936375,41.33783571476144,39.16410856936375,41.33783571476144,110.96451313185406,87.0273028328333,241.50562794712883,0.9581470985396192,519.9998262569229,519.9998262569229,8.424252460059733e-07,8.424252460059733e-07,0.0,0.0,0.0,516.0,516.0,122.11284728804131,248.0
30,1.5,378.27478070033027,277.84073321847046,894.1091023968161,264.76585043022124,1.0,516.0,516.0,122.11286151879992,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.5,22.818371607515655,519.9993598754168,519.9993598754169,120.00019780192748,0.5606773080681746,39.16410643684554,41.33783346290855,39.16410643684554,41.33783346290855,110.964507089526,87.02729809220753,241.50561479392923,0.9581470985339874,519.9998262569229,519.9998262569229,8.968878112414203e-07,8.968878114634649e-07,0.0,0.0,0.0,516.0,516.0,122.11286151879992,248.0
31,1.55,378.27478070033027,277.84073321847046,894.1091023968161,264.76585043022124,1.0,516.0,516.0,122.11286151879992,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.55,22.91231732776618,519.999330192873,519.999330192873,120.00022478595466,0.5606773080720703,39.164104201768026,41.33783110275712,39.164104201768026,41.33783110275712,110.96450075660402,87.02729312359091,241.5056010081529,0.9581470985280852,519.9998262569229,519.9998262569229,9.53969645500763e-07,9.53969645500763e-07,0.0,0.0,0.0,516.0,516.0,122.11286151879992,248.0
32,1.6,378.27478070033027,277.84073321847046,894.1091023968161,264.76585043022124,1.0,516.0,516.0,122.11286151879992,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.6,23.006263048016702,519.9992990828068,519.9992990828068,120.00025306772422,0.5606773080761532,39.16410185919904,41.33782862909888,39.16410185919904,41.33782862909888,110.96449411911291,87.0272879160186,241.50558655937735,0.9581470985218986,519.9998262569229,519.9998262569229,1.0137967157985983e-06,1.0137967157985983e-06,0.0,0.0,0.0,516.0,516.0,122.11286151879992,248.0
33,1.65,378.2749414070276,277.84248564468123,894.1091229332006,264.7620739836066,1.0,516.0,516.0,122.1128926669759,0.5658914728682171,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.65,23.100208768267223,519.9992664765659,519.9992664765659,120.00028270964768,0.5606773080804325,39.16409940396906,41.33782603647538,39.16409940396906,41.33782603647538,110.96448716240528,87.02728245799881,241.50557141571744,0.958147098515415,519.9998262569229,519.9998262569229,1.076501046193279e-06,1.076501046193279e-06,0.0,0.0,0.0,516.0,516.0,122.1128926669759,248.0
34,1.7,378.2749414070276,277.84248564468123,894.1091229332006,264.7620739836066,1.0,516.0,516.0,122.1128926669759,0.5658914728682171,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.7,23.194154488517743,519.9992323021952,519.9992323021952,120.00031377713805,0.5606773080849173,39.1640968306597,41.33782331916501,39.1640968306597,41.33782331916501,110.96447987112938,87.02727673748669,241.50555554375447,0.9581470985086192,519.9998262569229,519.9998262569229,1.1422210118849918e-06,1.1422210118849918e-06,0.0,0.0,0.0,516.0,516.0,122.1128926669759,248.0
35,1.75,378.2749414070276,277.84248564468123,894.1091229332006,264.7620739836066,1.0,516.0,516.0,122.1128926669759,0.5658914728682171,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.75,23.288100208768267,519.9991964842802,519.9991964842802,120.00034633875396,0.5606773080896178,39.1640941335925,41.33782047117117,39.1640941335925,41.33782047117117,110.9644722291947,87.02727074185876,241.50553890846305,0.958147098501497,519.9998262569229,519.9998262569229,1.21110164064131e-06,1.21110164064131e-06,0.0,0.0,0.0,516.0,516.0,122.1128926669759,248.0
36,1.8,378.2499378843701,277.850309440343,894.0839125003522,264.76174069206627,1.0,516.0,516.0,122.11293859620054,0.5581395348837209,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.8,23.38204592901879,519.999158943779,519.9991589437789,120.0003804663513,0.5606773080945447,39.16409130681566,41.33781748620907,39.16409130681566,41.33781748620907,110.96446421973758,87.02726445788397,241.50552147313263,0.958147098494032,519.9998262569229,519.9998262569229,1.2832949365382262e-06,1.2832949363161816e-06,0.0,0.0,0.0,516.0,516.0,122.11293859620054,248.0
37,1.85,378.2499378843701,277.850309440343,894.0839125003522,264.76174069206627,1.0,516.0,516.0,122.11293859620054,0.5581395348837209,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.85,23.47599164926931,519.9991195978487,519.9991195978487,120.00041623524142,0.5606773080997084,39.16408834409109,41.337814357691826,39.16408834409109,41.337814357691826,110.96445582508292,87.02725787169484,241.50550319928809,0.958147098486208,519.9998262569229,519.9998262569229,1.3589602122499045e-06,1.3589602122499045e-06,0.0,0.0,0.0,516.0,516.0,122.11293859620054,248.0
38,1.9,378.2501133797815,277.852502289213,894.0839288387156,264.7576625010224,1.0,516.0,516.0,122.11297388511454,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.9,23.569937369519835,519.9990783596627,519.9990783596627,120.00045372435744,0.5606773081051205,39.16408523888089,41.33781107871533,39.16408523888089,41.33781107871533,110.9644470267059,87.02725096875764,241.50548404660287,0.9581470984780076,519.9998262569229,519.9998262569229,1.4382644425436908e-06,1.4382644425436908e-06,0.0,0.0,0.0,516.0,516.0,122.11295677456908,248.0
39,1.95,378.2501133797815,277.852502289213,894.0839288387156,264.7576625010224,1.0,516.0,516.0,122.11297388511454,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,1.95,23.663883089770355,519.9990351382185,519.9990351382185,120.00049301642848,0.5606773081107927,39.164081984332455,41.337807642044,39.164081984332455,41.337807642044,110.96443780519056,87.02724373383893,241.5054639728125,0.958147098469413,519.9998262569229,519.9998262569229,1.521382632319046e-06,1.521382632319046e-06,0.0,0.0,0.0,516.0,516.0,122.11295677456908,248.0
40,2.0,378.25000846250987,277.8506584850145,894.083901111652,264.758859737966,1.0,516.0,516.0,122.11295677456908,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,2.0,23.757828810020875,519.9989898381375,519.9989898381375,120.00053419816211,0.5606773081167379,39.16407857326391,41.33780404009369,39.16407857326391,41.33780404009369,110.96442814018764,87.02723615097347,241.5054429336188,0.958147098460405,519.9998262569229,519.9998262569229,1.6084982016328908e-06,1.6084982016328908e-06,0.0,0.0,0.0,516.0,516.0,122.11295677456908,248.0
41,2.05,378.25000846250987,277.8506584850145,894.083901111652,264.758859737966,1.0,516.0,516.0,122.11295677456908,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,2.05,23.8517745302714,519.9989423594543,519.9989423594543,120.00057736043566,0.560677308122969,39.16407499814804,41.33780026491604,39.16407499814804,41.33780026491604,110.96441801036872,87.02722820342763,241.5054208825939,0.958147098450964,519.9998262569229,519.9998262569229,1.6998033921522548e-06,1.6998033921522548e-06,0.0,0.0,0.0,516.0,516.0,122.11295677456908,248.0
42,2.1,378.25000846250987,277.8506584850145,894.083901111652,264.758859737966,1.0,516.0,516.0,122.11295677456908,0.5503875968992248,40.0,32.0,40.0,32.0,108.0,88.0,248.0,0.9457364341085271,516.0,516.0,0.0,0.0,2.1,23.94572025052192,519.998892597396,519.998892597396,120.00062259849676,0.5606773081294997,39.16407125109544,41.337796308179975,39.16407125109544,41.337796308179975,110.96440739338006,87.02721987366343,241.50539777107713,0.9581470984410688,519.9998262569229,519.9998262569229,1.7954996901492493e-06,1.7954996901492493e-06,0.0,0.0,0.0,516.0,516.0,122.11295677456908,248.0
