frame,time_sec,anchor_x,anchor_y,tip_x,tip_y,quality,length_env_px,length_axis_px,length_axis_skeleton_px,length_axis_body_bins_px,length_axis_alt_px,length_axis_disagreement_px,centerline_disagreement,diameter_max_px,diameter_max_orth_px,diameter_max_thickness_px,diameter_max_feret_px,diameter_p95_px,diameter_mid_median_px,diameter_mid_p90_px,diameter_peak_span_px,diameter_peak_pos_norm,area_proj_px2,area_proj_contour_width_integral_px2,area_proj_contour_px2,area_proj_definition_gap_px2,body_mask_area_px2,component_area_px2,excluded_attachment_area_px2,body_mask_attachment_leak_fraction,attachment_count,attachment_border_touch_count,attachment_max_elongation,attachment_max_solidity,attachment_max_orientation_mismatch_deg,attachment_max_distance_to_main_axis_px,x_peak_norm,taper_left_px,taper_right_px,landing_zone_left_px,landing_zone_right_px,transition_zone_left_px,transition_zone_right_px,compaction_zone_length_px,zone_symmetry,branch_component_count_after_pruning,branch_count_after_pruning,endpoint_jump_px,axis_peak_position_stability,centerline_points,length_axis_formal_px,area_proj_formal_px2,anchor_jump_px,tip_jump_px,endpoint_jump_fraction,length_axis_ref_px,length_env_ref_px,foreshortening_axis,foreshortening_env,temperature_c,length_env_true_px,length_axis_true_px,length_axis_alt_true_px,length_axis_definition_gap_true_px,diameter_true_px,diameter_max_orth_true_px,diameter_max_thickness_true_px,diameter_max_feret_true_px,diameter_p95_true_px,diameter_peak_span_true_px,diameter_peak_pos_norm_true,area_proj_true_px2,area_proj_contour_true_px2,area_proj_definition_gap_true_px2,body_mask_area_true_px2,body_mask_attachment_leak_fraction_true,x_peak_norm_true,taper_left_true_px,taper_right_true_px,landing_zone_left_true_px,landing_zone_right_true_px,transition_zone_left_true_px,transition_zone_right_true_px,compaction_zone_length_true_px,zone_symmetry_true,length_axis_ref_true_px,length_env_ref_true_px,foreshortening_axis_true,foreshortening_env_true,length_env_recovery,length_axis_recovery,diameter_max_recovery,area_proj_recovery
43,2.15,414.6345284388693,269.22428934890496,861.4505051714438,257.69566178971627,0.9292746181709303,459.9790205291014,447.6529152004595,435.8540488306771,447.6529152004595,435.8540488306771,11.798866369782445,0.026357175322981864,123.0,123.0,124.0,122.56888785184812,121.35042425404129,112.59056524912828,120.79553372567587,104.0,0.5478260869565217,40599.211566954036,41025.35763493593,40699.5,-100.28843304596376,41186.0,42448.0,1262.0,0.010412740294006784,2,0,1.8275862068965518,0.9138321995464853,10.861236230368855,10.991213457551979,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.433273427993408,0.0,151,447.6529152004595,40599.211566954036,0.0,0.0,0.018838866321728247,447.6698450123475,459.9827341081959,3.781762849697223e-05,8.073301059341453e-06,24.039665970772443,524.2394188766713,516.5606290645841,515.6474084570492,0.9132206075348676,120.00067001217349,120.00067001217349,120.00067001217349,123.58989111507417,119.62904130646282,104.4536689312761,0.5610758957730391,40321.09656786082,43061.0,-2739.903432139181,43588.0,0.0,0.5610758957730391,37.116858817844005,39.29990518662845,37.116858817844005,39.29990518662845,111.2363979851948,87.26151873849204,241.64594833642477,0.9578136008596316,516.5616119081557,524.2394188766713,1.9026647527509155e-06,0.0,0.0036463056543738466,0.0038259875552228784,0.000993451861281397,0.0
44,2.2,414.6345284388693,269.22428934890496,861.4505051714438,257.69566178971627,0.9292746181709303,459.9790205291014,447.6529152004595,435.8540488306771,447.6529152004595,435.8540488306771,11.798866369782445,0.026357175322981864,123.0,123.0,124.0,122.56888785184812,121.35042425404129,112.59056524912828,120.79553372567587,104.0,0.5478260869565217,40599.211566954036,41025.35763493593,40699.5,-100.28843304596376,41186.0,42448.0,1262.0,0.010412740294006784,2,0,1.8275862068965518,0.9138321995464853,10.861236230368855,10.991213457551979,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.433273427993408,0.0,151,447.6529152004595,40599.211566954036,0.0,0.0,0.018838866321728247,447.6698450123475,459.9827341081959,3.781762849697223e-05,8.073301059341453e-06,24.133611691022963,524.2394188766713,516.5605745658142,515.6473542510055,0.9132203148087684,120.00071970609464,120.00071970609464,120.00071970609464,123.58989111507417,119.62909084648744,104.4536579468218,0.5610758957957334,40321.1090162061,43061.0,-2739.890983793899,43588.0,0.0,0.5610758957957334,37.11685488815083,39.29990102587226,37.11685488815083,39.29990102587226,111.23638623267767,87.26150951529411,241.64592290381935,0.9578136008579848,516.5616119081557,524.2394188766713,2.008167694800278e-06,0.0,0.0036463056543738466,0.0038259875552228784,0.000993451861281397,0.0
45,2.25,414.6345284388693,269.22428934890496,861.4505051714438,257.69566178971627,0.9292746181709303,459.9790205291014,447.6529152004595,435.8540488306771,447.6529152004595,435.8540488306771,11.798866369782445,0.026357175322981864,123.0,123.0,124.0,122.56888785184812,121.35042425404129,112.59056524912828,120.79553372567587,104.0,0.5478260869565217,40599.211566954036,41025.35763493593,40699.5,-100.28843304596376,41186.0,42448.0,1262.0,0.010412740294006784,2,0,1.8275862068965518,0.9138321995464853,10.861236230368855,10.991213457551979,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.433273427993408,0.0,151,447.6529152004595,40599.211566954036,0.0,0.0,0.018838866321728247,447.6698450123475,459.9827341081959,3.781762849697223e-05,8.073301059341453e-06,24.227557411273487,524.2394188766713,516.5605174460629,515.6472974380576,0.9132200080052826,120.00077178992052,120.00077178992052,120.00077178992052,123.58989111507417,119.62914276901554,104.45364643409783,0.5610758958195189,40321.122063219635,43061.0,-2739.8779367803654,43588.0,0.0,0.5610758958195189,37.116850769468826,39.29989666501518,37.116850769468826,39.29989666501518,111.23637391495303,87.26149984852964,241.64589624809625,0.9578136008562588,516.5616119081557,524.2394188766713,2.1187445360393298e-06,0.0,0.0036463056543738466,0.0038259875552228784,0.000993451861281397,0.0
46,2.3,414.6344942794942,269.2242851483333,861.4496186815356,257.6957937827254,0.9293049123741743,459.97910597015573,447.6536206460721,435.86338834100474,447.6536206460721,435.86338834100474,11.790232305067377,0.02633784640913041,122.5,122.5,124.0,122.56861941289102,121.35039308367476,112.59053765172806,120.79550494410287,104.0,0.5478260869565217,40600.73343579873,41025.44868785343,40700.5,-99.76656420127256,41187.0,42450.0,1263.0,0.010412249705535925,2,0,1.8275862068965518,0.9150622876557192,10.998710652887505,10.993321940711537,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,88.0,248.0,0.9391304347826087,0,0,8.428483225918734,0.0,151,447.6536206460721,40600.73343579873,3.441667778473779e-05,0.0008962625238403071,0.018828135945274833,447.6698450123475,459.9827341081959,3.624181180872377e-05,7.887552664898045e-06,24.321503131524008,524.2394188766713,516.5604575792828,515.6472378928364,0.9132196864463822,120.00082637858496,120.00082637858496,120.00082637858496,123.58989111507417,119.62919718862496,104.45363436769856,0.5610758958444485,40321.13573769177,43061.0,-2739.864262308227,43588.0,0.0,0.5610758958444485,37.116846452709346,39.29989209443352,37.116846452709346,39.29989209443352,111.23636100483851,87.26148971686706,241.6458683104343,0.9578136008544506,516.5616119081557,524.2394188766713,2.2346392883898503e-06,0.0,0.0036454465941162407,0.003818888958109989,0.0,0.0
47,2.35,414.634459914621,269.2242809214475,861.4505794571952,257.6956696033377,0.9293396123485116,459.9791918489243,447.65426536974934,435.8735613164255,447.65426536974934,435.8735613164255,11.78070405332386,0.026316523631453266,123.0,123.0,124.0,122.56834933781191,121.35036170549927,112.59050986948226,120.79547596919132,104.0,0.5478260869565217,40603.75490763391,41025.53956899956,40701.5,-97.74509236608719,41188.0,42451.0,1263.0,0.010412004428635368,2,0,1.8275862068965518,0.9150622876557192,10.997970395066245,10.995548345636408,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.4246164162906,0.0,151,447.65426536974934,40603.75490763391,3.4623851244209755e-05,0.0009687674583388655,0.01881947089084947,447.6698450123475,459.9827341081959,3.480163511504486e-05,7.700852681979953e-06,24.41544885177453,524.2394188766713,516.560394833366,515.6471754839429,0.913219349423116,120.00088359254887,120.00088359254887,120.00088359254887,123.58989111507417,119.6292542254036,104.45362172099756,0.561075895870577,40321.15006979747,43061.0,-2739.8499302025302,43588.0,0.0,0.561075895870577,37.116841928346616,39.299887304041306,37.116841928346616,39.299887304041306,111.236347473846,87.26147909794867,241.6458390291834,0.957813600852554,516.5616119081557,524.2394188766713,2.356107696832588e-06,0.0,0.003644583132895962,0.003812401379830313,0.000993451861281397,0.0
48,2.4,414.63455202787134,269.22429224903584,861.4505679237303,257.6956468503588,0.9293165806323472,459.9789614830365,447.6531136482646,435.8735613164255,447.6531136482646,435.8735613164255,11.779552331839113,0.026314018539575455,123.0,123.0,124.0,122.5690732120177,121.3504457672232,112.59058429582235,120.79555358931691,104.0,0.5478260869565217,40606.718255453256,41025.36470034529,40700.5,-93.78174454674445,41187.0,42451.0,1264.0,0.010435560999740877,2,0,1.8275862068965518,0.9107344632768362,11.291950468694315,10.974346621764365,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.424599871410734,0.0,151,447.6531136482646,40606.718255453256,9.280713951519286e-05,2.550919170442255e-05,0.01881948235041254,447.6698450123475,459.9827341081959,3.737433796202616e-05,8.201666887974746e-06,24.50939457202505,524.2394188766713,516.5603290698514,515.64711007366,0.9132189961914036,120.0009435580659,120.0009435580659,120.0009435580659,123.58989111507417,119.6293140052141,104.45360846608683,0.5610758958979624,40321.16509116255,43061.0,-2739.8349088374525,43588.0,0.0,0.5610758958979624,37.11683718639664,39.29988228326857,37.11683718639664,39.29988228326857,111.23633329211648,87.2614679683411,241.6458083397286,0.9578136008505664,516.5616119081557,524.2394188766713,2.483417804843846e-06,0.0,0.0036468993283174035,0.003823990659939928,0.000993451861281397,0.00016878472616661865
49,2.45,414.63453804897347,269.2242905304711,861.4496632619645,257.69664209073113,0.9293184849973611,459.97899647822493,447.65310538953173,435.8735613164255,447.65310538953173,435.8735613164255,11.779544073106251,0.02631400057608472,123.0,123.0,124.0,122.56896336835788,121.3504330196188,112.59057300978063,120.79554181922859,104.0,0.5478260869565217,40609.71794212003,41025.36051375845,40701.5,-91.78205787997285,41188.0,42452.0,1264.0,0.010435315179496843,2,0,1.8275862068965518,0.9107344632768362,11.29164934943205,10.975833465571876,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.424150211612309,0.0,151,447.65310538953173,40609.71794212003,1.4084141807617042e-05,0.0013449595939292074,0.0188184782149158,447.6698450123475,459.9827341081959,3.739278622905129e-05,8.125587535934287e-06,24.603340292275576,524.2394188766713,516.5602601436203,515.6470415176477,0.913218625972604,120.00100640746116,120.00100640746116,120.00100640746116,123.58989111507417,119.62937665997175,104.45359457371788,0.5610758959266646,40321.180834933824,43061.0,-2739.8191650661756,43588.0,0.0,0.5610758959266646,37.11683221639553,39.29987702103506,37.11683221639553,39.29987702103506,111.23631842835525,87.26145630348594,241.64577617434855,0.957813600848484,516.5616119081557,524.2394188766713,2.616850544367999e-06,0.0,0.003646547471990371,0.003824073764032155,0.000993451861281397,0.00034210223314605894
50,2.5,414.6345304513308,269.22428959634465,861.4496558333361,257.6966450339573,0.9293181515513637,459.9790154930786,447.6530877337727,435.8735613164255,447.6530877337727,435.8735613164255,11.7795264173472,0.026313962173210106,123.0,123.0,124.0,122.5689036659739,121.35042608978142,112.59056687441648,120.79553542068597,104.0,0.5478260869565217,40606.71735489476,41021.35952188227,40700.5,-93.78264510523877,41187.0,42451.0,1264.0,0.010435560999740877,2,0,1.8275862068965518,0.9107344632768362,11.29148568855031,10.975097038178744,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.424147387599573,0.0,151,447.6530877337727,40606.71735489476,7.654852450048492e-06,7.990437994381184e-06,0.018818472648645206,447.6698450123475,459.9827341081959,3.743222547036851e-05,8.084249345952088e-06,24.697286012526096,524.2394188766713,516.5601879025741,515.6469696646247,0.9132182379493088,120.00107227942298,120.00107227942298,120.00107227942298,123.58989111507417,119.62944232793548,104.45358001323363,0.5610758959567468,40321.19733585189,43061.0,-2739.802664148112,43588.0,0.0,0.5610758959567468,37.11682700737608,39.2998715057293,37.11682700737608,39.2998715057293,111.23630284976286,87.26144407764178,241.645742462064,0.9578136008463008,516.5616119081557,524.2394188766713,2.7567003602069207e-06,0.0,0.0036463562886628964,0.0038242514263749287,0.000993451861281397,0.0001687326932143593
51,2.55,414.6345304513308,269.22428959634465,861.4496558333361,257.6966450339573,0.9293181515513637,459.9790154930786,447.6530877337727,435.8735613164255,447.6530877337727,435.8735613164255,11.7795264173472,0.026313962173210106,123.0,123.0,124.0,122.5689036659739,121.35042608978142,112.59056687441648,120.79553542068597,104.0,0.5478260869565217,40606.71735489476,41021.35952188227,40700.5,-93.78264510523877,41187.0,42451.0,1264.0,0.010435560999740877,2,0,1.8275862068965518,0.9107344632768362,11.29148568855031,10.975097038178744,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.424147387599573,0.0,151,447.6530877337727,40606.71735489476,0.0,0.0,0.018818472648645206,447.6698450123475,459.9827341081959,3.743222547036851e-05,8.084249345952088e-06,24.791231732776616,524.2394188766713,516.5601121873002,515.646894356036,0.9132178312642054,120.00114131930908,120.00114131930908,120.00114131930908,123.58989111507417,119.62951115401272,104.45356475250443,0.561075895988276,40321.214630327864,43061.0,-2739.785369672136,43588.0,0.0,0.561075895988276,37.11682154784366,39.29986572518072,37.11682154784366,39.29986572518072,111.23628652196231,87.26143126383062,241.64570712848288,0.9578136008440136,516.5616119081557,524.2394188766713,2.9032758549485393e-06,0.0,0.0036463562886628964,0.0038242514263749287,0.000993451861281397,0.0001687326932143593
52,2.6,414.6345304513308,269.22428959634465,861.4496558333361,257.6966450339573,0.92931264274559,459.9790154930786,447.6530877337727,435.8735613164255,447.6530877337727,435.8735613164255,11.7795264173472,0.026313962173210106,123.0,123.0,124.0,122.5689036659739,121.35042608978142,112.59056687441648,120.79553542068597,104.0,0.5478260869565217,40606.71735489476,41021.35952188227,40700.5,-93.78264510523877,41187.0,42452.0,1265.0,0.010435315179496843,2,0,1.8275862068965518,0.9107344632768362,11.29148568855031,10.969959885641346,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.424147387599573,0.0,151,447.6530877337727,40606.71735489476,0.0,0.0,0.018818472648645206,447.6698450123475,459.9827341081959,3.743222547036851e-05,8.084249345952088e-06,24.88517745302714,524.2394188766713,516.5600328307218,515.6468154257,0.9132174050217828,120.00121367946696,120.00121367946696,120.00121367946696,123.58989111507417,119.6295832900793,104.45354875785526,0.5610758960213214,40321.23275652394,43061.0,-2739.7672434760607,43588.0,0.0,0.5610758960213214,37.11681582575107,39.29985966663361,37.11681582575107,39.29985966663361,111.23626940892396,87.26141783377648,241.64567009563663,0.9578136008416156,516.5616119081557,524.2394188766713,3.05690046942253e-06,0.0,0.0036463562886628964,0.0038242514263749287,0.000993451861281397,0.0001687326932143593
53,2.65,414.65984747778083,269.2236468485672,861.4750231224833,257.6960320795214,0.9292863992528806,459.9790354430892,447.6530169842072,435.8735613164255,447.6530169842072,435.8735613164255,11.779455667781747,0.0263138082864687,123.0,123.0,124.0,122.56884101365961,121.35041881659677,112.59056043502301,120.79552870504294,104.0,0.5478260869565217,40609.713947462245,41013.46103288447,40701.5,-91.78605253775459,41188.0,42453.0,1265.0,0.010435069370833628,2,0,1.8275862068965518,0.9119638826185101,11.307083516538906,10.977435119780637,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.432137467892373,0.0,151,447.6530169842072,40609.713947462245,0.025325184164699588,0.025374693531509413,0.01883632444766892,447.6698450123475,459.9827341081959,3.759026507532681e-05,8.04087812977805e-06,24.979123173277664,524.2394188766713,516.559949657725,515.6467326994455,0.9132169582795768,120.00128951957034,120.00128951957034,120.00128951957034,123.58989111507417,119.6296588953143,104.45353199399104,0.5610758960559568,40321.251754437195,43061.0,-2739.748245562805,43588.0,0.0,0.5610758960559568,37.11680982847145,39.2998533167181,37.11680982847145,39.2998533167181,111.2362514728852,87.2614037578441,241.6456312818062,0.9578136008391016,516.5616119081557,524.2394188766713,3.2179132020138113e-06,0.0,0.0036461557028745766,0.003824963348955623,0.000993451861281397,0.00034187142766372805
54,2.7,414.65984747778083,269.2236468485672,861.4750231224833,257.6960320795214,0.9292919079378474,459.9790354430892,447.6530169842072,435.8735613164255,447.6530169842072,435.8735613164255,11.779455667781747,0.0263138082864687,123.0,123.0,124.0,122.56884101365961,121.35041881659677,112.59056043502301,120.79552870504294,104.0,0.5478260869565217,40609.713947462245,41013.46103288447,40701.5,-91.78605253775459,41188.0,42452.0,1264.0,0.010435315179496843,2,0,1.8275862068965518,0.9119638826185101,11.307083516538906,10.982588064342375,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.432137467892373,0.0,151,447.6530169842072,40609.713947462245,0.0,0.0,0.01883632444766892,447.6698450123475,459.9827341081959,3.759026507532681e-05,8.04087812977805e-06,25.073068893528184,524.2394188766713,516.5598624847788,515.6466459947255,0.9132164900532872,120.00136900697107,120.00136900697107,120.00136900697107,123.58989111507417,119.62973813655142,104.45351442392018,0.5610758960922572,40321.27166598812,43061.0,-2739.728334011881,43588.0,0.0,0.5610758960922572,37.11680354277105,39.29984666142343,37.11680354277105,39.29984666142343,111.23623267426775,87.26138900497301,241.64559060134357,0.9578136008364676,516.5616119081557,524.2394188766713,3.3866693469608578e-06,0.0,0.0036461557028745766,0.003824963348955623,0.000993451861281397,0.00034187142766372805
55,2.75,414.65984747778083,269.2236468485672,861.4750231224833,257.6960320795214,0.9292919079378474,459.9790354430892,447.6530169842072,435.8735613164255,447.6530169842072,435.8735613164255,11.779455667781747,0.0263138082864687,123.0,123.0,124.0,122.56884101365961,121.35041881659677,112.59056043502301,120.79552870504294,104.0,0.5478260869565217,40609.713947462245,41013.46103288447,40701.5,-91.78605253775459,41188.0,42452.0,1264.0,0.010435315179496843,2,0,1.8275862068965518,0.9119638826185101,11.307083516538906,10.982588064342375,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.432137467892373,0.0,151,447.6530169842072,40609.713947462245,0.0,0.0,0.01883632444766892,447.6698450123475,459.9827341081959,3.759026507532681e-05,8.04087812977805e-06,25.167014613778704,524.2394188766713,516.5597711195236,515.6465551202143,0.9132159993092728,120.00145231706854,120.00145231706854,120.00145231706854,123.58989111507417,119.6298211886468,104.45349600887188,0.561075896130303,40321.292535112814,43061.0,-2739.707464887186,43588.0,0.0,0.561075896130303,37.116796954779616,39.299839686063365,37.116796954779616,39.299839686063365,111.23621297158978,87.26137354260891,241.64554796448192,0.9578136008337071,516.5616119081557,524.2394188766713,3.5635412884982287e-06,0.0,0.0036461557028745766,0.003824963348955623,0.000993451861281397,0.00034187142766372805
56,2.8,414.659857932343,269.2236476383759,861.4750450484627,257.6960273741193,0.9292921890316564,459.97901642458635,447.65304878866846,435.8735613164255,447.65304878866846,435.8735613164255,11.779487472242977,0.026313877464071354,123.0,123.0,124.0,122.56890074091949,121.350425750239,112.59056657379992,120.79553510717363,104.0,0.5478260869565217,40612.714994703594,41017.462038329795,40702.5,-89.78500529640587,41189.0,42453.0,1264.0,0.010435069370833628,2,0,1.8275862068965518,0.9119638826185101,11.307247242734912,10.983324082490334,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.432146992861444,0.0,151,447.65304878866846,40612.714994703594,1.048435349669256e-05,2.242519519350437e-05,0.018836344386972237,447.6698450123475,459.9827341081959,3.7519220617898696e-05,8.082224252969894e-06,25.260960334029228,524.2394188766713,516.5596753603514,515.6464598753867,0.9132154849647804,120.00153963369648,120.00153963369648,120.00153963369648,123.58989111507417,119.62990823486484,104.4534767082116,0.5610758961701793,40321.31440786021,43061.0,-2739.6855921397873,43588.0,0.0,0.5610758961701793,37.11679004996014,39.2998323752455,37.11679004996014,39.2998323752455,111.23619232137516,87.26135733663222,241.6455032771384,0.9578136008308128,516.5616119081557,524.2394188766713,3.748919314983112e-06,0.0,0.003646346922892409,0.0038246433142816055,0.000993451861281397,0.0005152675466516752
57,2.85,414.65981368088103,269.22364429486,861.4741325594543,257.6961611160642,0.9292954980256244,459.979096899354,447.6537879531693,435.8752365605907,447.6537879531693,435.8752365605907,11.778551392578606,0.026311742935169365,122.5,122.5,124.0,122.56864792383548,121.35039639512293,112.59054058363509,120.79550800184109,104.0,0.5565217391304348,40609.73797236577,41017.4523464976,40701.5,-91.7620276342277,41188.0,42452.0,1264.0,0.010435315179496843,2,0,1.8275862068965518,0.9119638826185101,11.306554231563375,10.98728255443218,0.5565217391304348,8.0,4.0,8.0,4.0,112.0,88.0,248.0,0.9391304347826087,0,0,8.431696954073987,0.008695652173913104,151,447.6537879531693,40609.73797236577,4.4377595547636e-05,0.0009222380919002082,0.018835307956683832,447.6698450123475,459.9827341081959,3.5868083046231014e-05,7.907272539298127e-06,25.35490605427975,524.2394188766713,516.5595749959587,515.6463600500742,0.9132149458844196,120.00163114952856,120.00163114952856,120.00163114952856,123.58989111507417,119.6299994672826,104.45345647934964,0.5610758962119724,40321.33733249325,43061.0,-2739.6626675067528,43588.0,0.0,0.5610758962119724,37.11678281307617,39.29982471283847,37.11678281307617,39.29982471283847,111.23617067805677,87.26134035128302,241.64545644070424,0.9578136008277808,516.5616119081557,524.2394188766713,3.943212484314174e-06,0.0,0.00364553779576806,0.003817205418435568,0.0,0.0003432595514403962
58,2.9,414.65981368088103,269.22364429486,861.4741325594543,257.6961611160642,0.9292954980256244,459.979096899354,447.6537879531693,435.8752365605907,447.6537879531693,435.8752365605907,11.778551392578606,0.026311742935169365,122.5,122.5,124.0,122.56864792383548,121.35039639512293,112.59054058363509,120.79550800184109,104.0,0.5565217391304348,40609.73797236577,41017.4523464976,40701.5,-91.7620276342277,41188.0,42452.0,1264.0,0.010435315179496843,2,0,1.8275862068965518,0.9119638826185101,11.306554231563375,10.98728255443218,0.5565217391304348,8.0,4.0,8.0,4.0,112.0,88.0,248.0,0.9391304347826087,0,0,8.431696954073987,0.0,151,447.6537879531693,40609.73797236577,0.0,0.0,0.018835307956683832,447.6698450123475,459.9827341081959,3.5868083046231014e-05,7.907272539298127e-06,25.448851774530272,524.2394188766713,516.5594698048819,515.6462554240031,0.9132143808787988,120.00172706650332,120.00172706650332,120.00172706650332,123.58989111507417,119.63009508721318,104.45343527764943,0.5610758962557758,40321.36135959574,43061.0,-2739.638640404257,43588.0,0.0,0.5610758962557758,37.11677522815891,39.29981668193403,37.11677522815891,39.29981668193403,111.2361479938766,87.261322549081,241.6454073518314,0.9578136008246024,516.5616119081557,524.2394188766713,4.146849522657092e-06,0.0,0.00364553779576806,0.003817205418435568,0.0,0.0003432595514403962
59,2.95,414.65981368088103,269.22364429486,861.4741325594543,257.6961611160642,0.9292954980256244,459.979096899354,447.6537879531693,435.8752365605907,447.6537879531693,435.8752365605907,11.778551392578606,0.026311742935169365,122.5,122.5,124.0,122.56864792383548,121.35039639512293,112.59054058363509,120.79550800184109,104.0,0.5565217391304348,40609.73797236577,41017.4523464976,40701.5,-91.7620276342277,41188.0,42452.0,1264.0,0.010435315179496843,2,0,1.8275862068965518,0.9119638826185101,11.306554231563375,10.98728255443218,0.5565217391304348,8.0,4.0,8.0,4.0,112.0,88.0,248.0,0.9391304347826087,0,0,8.431696954073987,0.0,151,447.6537879531693,40609.73797236577,0.0,0.0,0.018835307956683832,447.6698450123475,459.9827341081959,3.5868083046231014e-05,7.907272539298127e-06,25.542797494780793,524.2394188766713,516.559359555008,515.6461457663065,0.9132137887014552,120.00182759626972,120.00182759626972,120.00182759626972,123.58989111507417,119.63019530565008,104.45341305632746,0.5610758963016861,40321.3865421837,43061.0,-2739.6134578162964,43588.0,0.0,0.5610758963016861,37.116767278471585,39.299808264810906,37.116767278471585,39.299808264810906,111.23612421878012,87.2613038907445,241.6453559022009,0.9578136008212708,516.5616119081557,524.2394188766713,4.360279772575026e-06,0.0,0.00364553779576806,0.003817205418435568,0.0,0.0003432595514403962
60,3.0,414.63442608313073,269.2242767591447,861.4508936062103,257.69851715800775,0.9293546888384607,459.9792763200095,447.65308288317107,435.8722087092289,447.65308288317107,435.8722087092289,11.780874173942152,0.0263169731749993,123.0,123.0,124.0,122.56808343381219,121.35033079446764,112.59048250000656,120.79544742421992,100.0,0.5652173913043478,40595.562639396405,41021.83415773181,40700.5,-104.93736060359515,41187.0,42447.0,1260.0,0.010412985605578722,2,0,1.8275862068965518,0.9138321995464853,10.859031373261567,11.006569533119924,0.5652173913043478,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.42478053312702,0.008695652173912993,151,447.65308288317107,40595.562639396405,0.02539547460872214,0.023358079576811557,0.01881988721906273,447.6698450123475,459.9827341081959,3.744306069120018e-05,7.517212995300504e-06,25.636743215031316,524.2394188766713,516.5592440030626,515.6460308350173,0.9132131680453311,120.0019329606539,120.0019329606539,120.0019329606539,123.58989111507417,119.6303003437325,104.45338976635094,0.5610758963498046,40321.41293582227,43061.0,-2739.587064177729,43588.0,0.0,0.5610758963498046,37.116758946472565,39.2997994428967,37.116758946472565,39.2997994428967,111.23609930030594,87.26128433510189,241.64530197828552,0.9578136008177782,516.5616119081557,524.2394188766713,4.583974183236528e-06,0.0,0.0036437338251158586,0.003824300235901829,0.000993451861281397,0.0
61,3.05,414.6344558576151,269.22428042236584,861.4506979265857,257.6965192727969,0.9293473136522736,459.9792019824443,447.6543097408313,435.8722087092289,447.6543097408313,435.8722087092289,11.782101031602394,0.02631964168606714,123.0,123.0,124.0,122.56831745221564,121.35035799975002,112.59050658835409,120.79547254717025,100.0,0.5478260869565217,40602.25636318161,41021.84331798772,40701.5,-99.24363681839168,41188.0,42449.0,1261.0,0.010412494993992792,2,0,1.8275862068965518,0.9138321995464853,10.859672751054859,10.992683791179745,0.5478260869565217,8.0,4.0,8.0,4.0,112.0,92.0,244.0,0.9478260869565217,0,0,8.424677008461595,0.017391304347826098,151,447.6543097408313,40602.25636318161,2.9998985104437066e-05,0.002007445100448495,0.01881960438030642,447.6698450123475,459.9827341081959,3.470251947779168e-05,7.678822463774715e-06,25.730688935281837,524.2394188766713,516.5591228940743,515.6459103765332,0.9132125175411828,120.00204339214848,120.00204339214848,120.00204339214848,123.58989111507417,119.63041043323304,104.45336535632912,0.5610758964002363,40321.44059874827,43061.0,-2739.559401251732,43588.0,0.0,0.5610758964002363,37.11675021377691,39.29979019672544,37.11675021377691,39.29979019672544,111.23607318346995,87.26126383900368,241.6452454610983,0.9578136008141194,516.5616119081557,524.2394188766713,4.818426348252025e-06,0.0,0.003644481246228463,0.003811954892633085,0.000993451861281397,0.0
