frame,time_sec,route_a_anchor_x,route_a_anchor_y,route_a_tip_x,route_a_tip_y,x_route_a_px,anchor_x_x,anchor_y_x,tip_x_x,tip_y_x,x_px,x_fit_px,kappa_fit_px_inv,quality,centerline_points,quadratic_rmse_px,circle_rmse_px,model_name,route_c_anchor_x,route_c_anchor_y,route_c_tip_x,route_c_tip_y,route_c_axis_theta_rad,x_route_c_px,kappa_route_c_px_inv,temperature_c,x_true_px,kappa_true_px_inv,anchor_x_y,anchor_y_y,tip_x_y,tip_y_y,x_recovery_true,kappa_recovery_true,x_route_a_recovery,x_fit_recovery,x_route_c_recovery,kappa_fit_recovery,kappa_route_c_recovery
20,1.0,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037961386432,31.97342707037726,310.64721306898554,248.94143860169444,2.473533992777645,350.2516817963839,0.0045361022496645306,21.87891440501044,349.70572496293937,0.0044999843906772,585.0,32.0,311.0667738197562,249.38141978177063,4.052936051532238e-06,2.13702240081303e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
21,1.05,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037961411706,31.97342707037726,310.647213029631,248.9414385960735,2.4735339928643167,350.2516818257803,0.0045361022496645306,21.97286012526096,349.7057418589695,0.004499983639972,585.0,32.0,311.06679322255076,249.3814714131713,4.3729168086336764e-06,2.305741248141573e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
22,1.1,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037961447917,31.97342707037726,310.64721297324576,248.94143858802008,2.4735339929884956,350.251681867898,0.0045361022496645306,22.06680584551148,349.70575956758137,0.004499982853163,585.0,32.0,311.0668135584999,249.38152552768912,4.7082864194658066e-06,2.482574324951293e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
23,1.15,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037961499796,31.97342707037726,310.64721289245955,248.94143857648163,2.473533993166413,350.2516819282423,0.0045361022496645306,22.16075156576201,349.705778127854,0.0044999820285138,585.0,32.0,311.0668348724828,249.3815822447436,5.059784969660704e-06,2.667911867383408e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
24,1.2,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037961574127,31.973427070377255,310.6472127767128,248.94143855994986,2.4735339934213245,350.2516820147008,0.0045361022496645306,22.25469728601253,349.70579758074587,0.0044999811642047,585.0,32.0,311.0668572115369,249.3816416894975,5.428188140837414e-06,2.8621628789507586e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
25,1.25,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037961680536,31.97342707037726,310.64721261101755,248.94143853628387,2.4735339937862397,350.251682138469,0.0045361022496645306,22.34864300626305,349.7058179691853,0.0044999802583282,585.0,32.0,311.06688062496227,249.3817039931335,5.814308919028485e-06,3.065756033096454e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
26,1.3,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037961833082,31.97342707037726,310.647212373476,248.9414385023564,2.473533994309383,350.2516823159036,0.0045361022496645306,22.44258872651357,349.70583933816465,0.0044999793088852,585.0,32.0,311.0669051644303,249.3817692931424,6.218999378462406e-06,3.2791406186386656e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
27,1.35,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037962051644,31.97342707037726,310.6472120331381,248.94143845374668,2.4735339950589177,350.2516825701234,0.0045361022496645306,22.536534446764097,349.70586173484065,0.0044999783137806,585.0,32.0,311.0669308840964,249.38183773362732,6.643152584839028e-06,3.5027875312205745e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
28,1.4,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037962364787,31.97342707037726,310.6472115455177,248.9414383841009,2.473533996132816,350.2516829343576,0.0045361022496645306,22.630480167014618,349.70588520863754,0.0044999772708184,585.0,32.0,311.06695784072167,249.3819094656219,7.087704544895053e-06,3.737190313884458e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
29,1.45,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.0045334814762539415,0.8223805261932656,356,1.4219866263689587,0.21839861826810453,circle,585.6037962813446,31.973427070377255,310.6472108468785,248.94143828431584,2.473533997671446,350.25168345621495,0.0045361022496645306,22.724425887265134,349.70590981135626,0.0044999761776969,585.0,32.0,311.0669860937965,249.3819846474223,7.553636276539007e-06,3.982866243455992e-06,0.0,0.0,0.0,0.0005845656373273906,3.665362716770142e-05
30,1.5,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037963456262,31.973427070377255,310.64720984590156,248.9414381413485,2.4735339998759223,350.25168420390736,0.0045361022496645306,22.818371607515655,349.70593559728894,0.0044999750320039,585.0,32.0,311.0670157056733,249.38206344493875,8.041975975872393e-06,4.240357474629919e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
31,1.55,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037964376475,31.97342707037725,310.6472084129691,248.94143793668584,2.4735340030317046,350.2516852742543,0.0045361022496645306,22.91231732776618,349.7059626233391,0.004499973831211,585.0,32.0,311.067046741702,249.38214603205876,8.553801294015221e-06,4.510232234349492e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
32,1.6,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037965694574,31.97342707037725,310.6472063604591,248.9414376435304,2.4735340075519976,350.2516868074027,0.0045361022496645306,23.006263048016702,349.705990949146,0.0044999725726685,585.0,32.0,311.0670792703767,249.3822325910333,9.090241693593488e-06,4.79308607642146e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
33,1.65,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037967582599,31.97342707037725,310.64720342047593,248.9414372236191,2.4735340140267947,350.25168900346046,0.0045361022496645306,23.100208768267223,349.70602063721776,0.0044999712535989,585.0,32.0,311.0671133634852,249.3823233128777,9.652480966703668e-06,5.089543196171685e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
34,1.7,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037970286976,31.97342707037725,310.6471992092896,248.94143662214444,2.4735340233011938,350.2516921490593,0.0045361022496645306,23.194154488517743,349.70605175306804,0.0044999698710914,585.0,32.0,311.0671490962681,249.38241839779337,1.0241759825003576e-05,5.400257806505924e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
35,1.75,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004533481476253938,0.8217162249753167,356,1.4152177600829525,0.2183986182681047,circle,585.6037974160683,31.97342707037725,310.6471931772522,248.94143576060145,2.473534036585698,350.25169665476596,0.0045361022496645306,23.288100208768267,349.70608436536116,0.0044999684220951,585.0,32.0,311.0671865475847,249.3825180556094,1.08593786491272e-05,5.725915582783407e-06,0.0,0.0,0.0,0.0005845656373281631,3.665362716770142e-05
36,1.8,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8229568442020149,356,1.4174074543167166,0.2100682571527727,circle,585.6037979709322,31.97342707037725,310.64718453705575,248.94143452654052,2.4735340556142145,350.25170310867,0.0045361022496645306,23.38204592901879,349.7061185460634,0.0044999669034124,585.0,32.0,311.06722580008704,249.38262250624555,1.1506700352209933e-05,6.067235173969015e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
37,1.85,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8229568442020149,356,1.4174074543167166,0.2100682571527727,circle,585.6037987669745,31.97342707037725,310.6471721412924,248.94143275607945,2.4735340829137082,350.2517123678422,0.0045361022496645306,23.47599164926931,349.706154370602,0.004499965311692,585.0,32.0,311.06726694040253,249.38273198019812,1.2185153391972627e-05,6.424969790785601e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
38,1.9,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8229568442020149,356,1.4174074543167166,0.2100682571527727,circle,585.6037999077603,31.97342707037725,310.6471543772709,248.94143021888036,2.473534122035848,350.2517256369025,0.0045361022496645306,23.569937369519835,349.7061919180317,0.0044999636434213,585.0,32.0,311.0673100593246,249.38284671904785,1.289623492490543e-05,6.7999088656031546e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
39,1.95,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8229568442020149,356,1.4174074543167166,0.2100682571527727,circle,585.6038015425884,31.97342707037725,310.6471289201489,248.9414265828893,2.4735341781006905,350.2517446524211,0.0045361022496645306,23.663883089770355,349.7062312712086,0.0044999618949188,585.0,32.0,311.0673552520135,249.38296697599247,1.3641514097168733e-05,7.19287979459141e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
40,2.0,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8229568442020149,356,1.4174074543167166,0.2100682571527727,circle,585.6038038854149,31.97342707037725,310.64709243825985,248.94142137224839,2.4735342584456457,350.25177190302816,0.0045361022496645306,23.757828810020875,349.706272516973,0.0044999600623261,585.0,32.0,311.0674026182069,249.38309301640697,1.4422635510965851e-05,7.604749764865018e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
41,2.05,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8229568442020149,356,1.4174074543167166,0.2100682571527727,circle,585.6038072428537,31.973427070377255,310.64704015708475,248.94141390501647,2.4735343735857502,350.2518109551098,0.0045361022496645306,23.8517745302714,349.7063157463416,0.0044999581415991,585.0,32.0,311.06745226243913,249.38322511842745,1.5241322859928256e-05,8.036427665451659e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
42,2.1,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8236200394177152,356,1.4241699031300652,0.21006825715277566,circle,585.6038120543054,31.973427070377255,310.64696523439403,248.94140320391807,2.473534538589809,350.251866919554,0.0045361022496645306,23.94572025052192,349.706361054708,0.0044999561284993,585.0,32.0,311.0675042942717,249.38336357356553,1.6099382729207315e-05,8.488866094364127e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
43,2.15,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8236200394177152,356,1.4241699031300652,0.21006825715277566,circle,585.6038189553185,31.97342707037726,310.64685777358244,248.94138785541293,2.473534775253345,350.2519471887508,0.0045361022496645306,24.039665970772443,349.7064085420532,0.0044999540185843,585.0,32.0,311.06755882853616,249.3835086873518,1.6998708581802844e-05,8.963063460801716e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
44,2.2,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8236200394177152,356,1.4241699031300652,0.21006825715277566,circle,585.6038288475054,31.97342707037726,310.6467037349615,248.9413658541813,2.473535114496282,350.2520622498141,0.0045361022496645306,24.133611691022963,349.7064583131661,0.0044999518071981,585.0,32.0,311.06761598558677,249.38366078000945,1.794128493112846e-05,9.460066185404946e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
45,2.25,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8236200394177152,356,1.4241699031300652,0.21006825715277566,circle,585.60384302736,31.97342707037726,310.646482929839,248.94133431658935,2.4735356007806164,350.2522271829241,0.0045361022496645306,24.227557411273487,349.7065104778739,0.0044999494894609,585.0,32.0,311.0676758915668,249.38382018716032,1.892919171165534e-05,9.980971012014284e-06,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
46,2.3,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.8090164499073,249.1767982683541,349.84583157748386,349.84583157748386,0.004535288731302201,0.8236200394177152,356,1.4241699031300652,0.21006825715277566,circle,585.6038633533283,31.97342707037726,310.6461664189238,248.94128910903996,2.4735362978399467,350.2524636046119,0.0045361022496645306,24.321503131524008,349.70656515128616,0.004499947060258,585.0,32.0,311.06773867868617,249.3839872605666,1.99646088917715e-05,1.052692742566959e-05,0.0,0.0,0.0,0.00018215795074992924,3.665362716770142e-05
