frame,time_sec,route_a_anchor_x,route_a_anchor_y,route_a_tip_x,route_a_tip_y,x_route_a_px,anchor_x_x,anchor_y_x,tip_x_x,tip_y_x,x_px,x_fit_px,kappa_fit_px_inv,quality,centerline_points,quadratic_rmse_px,circle_rmse_px,model_name,route_c_anchor_x,route_c_anchor_y,route_c_tip_x,route_c_tip_y,route_c_axis_theta_rad,x_route_c_px,kappa_route_c_px_inv,temperature_c,x_true_px,kappa_true_px_inv,anchor_x_y,anchor_y_y,tip_x_y,tip_y_y,x_recovery_true,kappa_recovery_true,x_route_a_recovery,x_fit_recovery,x_route_c_recovery,kappa_fit_recovery,kappa_route_c_recovery
112,5.6,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004529944489608897,0.817008203565604,357,1.4484685476681514,0.22842720032822067,circle,585.6007523986459,31.973427070377255,310.6335681705124,248.9502096690236,2.473533083505834,350.26543733175924,0.0045361022496645306,30.521920668058456,349.73181874482697,0.0044988248972315,585.0,32.0,311.0967555023558,249.461163650497,0.0004982227518416,0.0002627298602772,0.0,0.0,0.0,0.0013721194552891835,3.665362716770142e-05
113,5.65,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004535697774810915,0.7809284440143287,357,1.463410520770766,0.23477476340246903,circle,585.6015081576195,31.973427070377255,310.633150078551,248.95475716991442,2.473524967620646,350.2691758583149,0.0045361022496645306,30.615866388308977,349.73309008711067,0.0044987683979931,585.0,32.0,311.0982171159372,249.46504922587164,0.000522299713351,0.0002754279026179,0.0,0.0,0.0,9.107935494821813e-05,3.665362716770142e-05
114,5.7,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004535697774810915,0.7809284440143287,357,1.463410520770766,0.23477476340246903,circle,585.601993488227,31.973427070377255,310.63257973360703,248.96096206598898,2.4735129284437862,350.27384835872516,0.0045361022496645306,30.709812108559497,349.73442252385865,0.0044987091830453,585.0,32.0,311.09974905175596,249.46912155197072,0.0005475336953449,0.0002887362929041,0.0,0.0,0.0,9.107935494821813e-05,3.665362716770142e-05
115,5.75,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004534324833750695,0.7942117580224671,357,1.4783049903368688,0.23687533909375094,circle,585.6022689477331,31.973427070377255,310.6317756763338,248.96971196778986,2.473495228195075,350.28011623441563,0.0045361022496645306,30.80375782881002,349.73581898850597,0.0044986471219314,585.0,32.0,311.10135469461574,249.47338959844333,0.0005739802518653,0.0003026843508613,0.0,0.0,0.0,0.0003967816609853192,3.665362716770142e-05
116,5.8,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004534324833750695,0.7942117580224671,357,1.4783049903368688,0.23687533909375094,circle,585.6023549278079,31.973427070377255,310.6306224377761,248.98226640177518,2.4734692851374103,350.28886653236657,0.0045361022496645306,30.897703549060545,349.7372825550927,0.0044985820779359,585.0,32.0,311.10303759237877,249.47786276515328,0.0006016975997635,0.0003173028029518,0.0,0.0,0.0,0.0003967816609853192,3.665362716770142e-05
117,5.85,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004534324833750695,0.7942117580224671,357,1.4783049903368688,0.23687533909375094,circle,585.6022638255021,31.973427070377255,310.6289887589537,249.00006027381318,2.473432139132334,350.30110122641975,0.0045361022496645306,30.991649269311065,349.73881644498016,0.0044985139077842,585.0,32.0,311.1048014638333,249.48255090275487,0.0006307467458933,0.0003326238496966,0.0,0.0,0.0,0.0003967816609853192,3.665362716770142e-05
118,5.9,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004534324833750695,0.7942117580224671,357,1.4783049903368688,0.23687533909375094,circle,585.6019844469791,31.973427070377255,310.6266749618282,249.0252803863903,2.4733792260109544,350.3183236063603,0.0045361022496645306,31.085594989561585,349.74042403388484,0.0044984424613294,585.0,32.0,311.1066502069446,249.4874643342475,0.0006611916203202,0.0003486812362077,0.0,0.0,0.0,0.0003967816609853192,3.665362716770142e-05
119,5.95,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004534324833750695,0.7942117580224671,357,1.4783049903368688,0.23687533909375094,circle,585.6014824647049,31.973427070377255,310.62339886458915,249.0610264662015,2.4733040442821412,350.34264980420824,0.0045361022496645306,31.17954070981211,349.74210885924487,0.0044983675812231,585.0,32.0,311.10858790750365,249.49261387755263,0.0006930992158305,0.0003655103260742,0.0,0.0,0.0,0.0003967816609853192,3.665362716770142e-05
120,6.0,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.79317629126115,249.1745353885475,349.85685465210867,349.85685465210867,0.004529858274071654,0.7926018218983086,357,1.463722630318351,0.24171417387303729,circle,585.6006960901152,31.973427070377255,310.618762182327,249.11169248878414,2.473197356093803,350.37706871966054,0.0045361022496645306,31.273486430062633,349.74387462793715,0.0044982891025713,585.0,32.0,311.1106188481952,249.49801086916543,0.0007265397340793,0.0003831481787632,0.0,0.0,0.0,0.0013913164108724611,3.665362716770142e-05
121,6.05,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004529858274071654,0.7926018218983086,357,1.463722630318351,0.24171417387303729,circle,585.59953143793,31.973427070377255,310.6056880429215,249.25502707854736,2.4728974467332985,350.4752596222291,0.0045361022496645306,31.367432150313153,349.7457252243575,0.0044982068525734,585.0,32.0,311.1127475181063,249.50366718892624,0.0007615867386143,0.0004016336307001,0.0,0.003934162635259765,0.0006243804603887987,0.0013913164108724611,3.665362716770142e-05
122,6.1,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004529858274071654,0.7926018218983086,357,1.463722630318351,0.24171417387303729,circle,585.5978446459204,31.973427070377255,310.6010876072074,249.30563202749357,2.4727893186031005,350.50892098965323,0.0045361022496645306,31.461377870563673,349.7476647188847,0.0044981206501446,585.0,32.0,311.1149786226949,249.50959528597008,0.0007983173151697,0.0004210073802017,0.0,0.003934162635259765,0.0012653053501827678,0.0013913164108724611,3.665362716770142e-05
123,6.15,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.00453332446388346,0.7929997872575435,357,1.4562553364115418,0.23970627799153224,circle,585.5954292044298,31.973427070377255,310.59784330554834,249.34137545850078,2.4727107833907467,350.53173499224664,0.0045361022496645306,31.555323590814197,349.7496973767416,0.0044980303055196,585.0,32.0,311.11731709424305,249.5158082059024,0.0008368122394788,0.0004413120764417,0.0,0.003934162635259765,0.0016996924002896602,0.0006195263833660842,3.665362716770142e-05
124,6.2,587.0,31.0,310.0,248.0,351.8778197045105,585.154745166004,32.21678383797157,310.7375878784787,249.78394112549697,350.2002914675275,350.2002914675275,0.004533324463883453,0.7929997872575432,357,1.45625533641154,0.2397062779915343,circle,585.5802231789667,31.973427070377255,310.5955554354349,249.36661087977666,2.4726314530302864,350.53725031843317,0.0045361022496645306,31.649269311064717,349.7518276672778,0.0044979356198385,585.0,32.0,311.1197681028158,249.5223196192652,0.0008771561530738,0.0004625924126372,0.0,0.002441724843971836,0.001804706251442399,0.0006195263833676293,3.665362716770142e-05
125,6.25,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004533324463883465,0.79364986564158,357,1.463374510470165,0.23970627799153355,circle,585.5954626629948,31.973427070377255,310.593941623765,249.38443444624258,2.4726213833132977,350.561524845609,0.0045361022496645306,31.74321503131524,349.7540602736873,0.0044978363847121,585.0,32.0,311.1223370677538,249.5291438513493,0.0009194377473199,0.0004848952236558,0.0,0.003934162635259765,0.0022669022299632866,0.0006195263833651186,3.665362716770142e-05
126,6.3,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004533324463883465,0.79364986564158,357,1.463374510470165,0.23970627799153355,circle,585.5979150818912,31.973427070377255,310.59280350294426,249.39701781003836,2.472599577907,350.57214550599525,0.0045361022496645306,31.83716075156576,349.75640010318466,0.0044977323817673,585.0,32.0,311.1250296697234,249.5362959134156,0.0009637499561319,0.0005082695882479,0.0,0.003934162635259765,0.0024691235331517365,0.0006195263833651186,3.665362716770142e-05
127,6.35,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004527247795895955,0.7952207224454427,357,1.445352473263135,0.23179697523293682,circle,585.599648283839,31.973427070377255,310.59200009743284,249.40591613109763,2.4725841547004395,350.5796540875674,0.0045361022496645306,31.931106471816285,349.75885229765953,0.0044976233821704,585.0,32.0,311.1278518633525,249.54379153539224,0.0010101901577534,0.0005327669361192,0.0,0.003934162635259765,0.0026120897043117853,0.0019725716601276294,3.665362716770142e-05
128,6.4,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004527247795895955,0.7952207224454427,357,1.445352473263135,0.23179697523293682,circle,585.6008706944649,31.973427070377255,310.59143457046656,249.4121993850188,2.472573258845909,350.58495356038605,0.0045361022496645306,32.02505219206681,349.7614222448339,0.0044975091461283,585.0,32.0,311.130809890479,249.55164720011663,0.0010588603860562,0.0005584411600705,0.0,0.003934162635259765,0.002712993627478688,0.0019725716601276294,3.665362716770142e-05
129,6.45,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004533201167001704,0.7751492545480573,358,1.4013782972245932,0.22078977482785328,circle,585.6017169950262,31.973427070377255,310.59104452038815,249.41655994045152,2.4725656894454078,350.58862789215715,0.0045361022496645306,32.118997912317326,349.7641155899389,0.0044973894223661,585.0,32.0,311.1339102940477,249.5598801791899,0.0011098675516764,0.0005853487334412,0.0,0.003934162635259765,0.0027829542638301966,0.0006469799588852729,3.665362716770142e-05
130,6.5,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004533201167001704,0.7751492545480573,358,1.4013782972245932,0.22078977482785328,circle,585.6023184688989,31.973427070377255,310.59076919278596,249.41967279046327,2.4725602757717553,350.5912463439553,0.0045361022496645306,32.21294363256785,349.7669382479445,0.0044972639475795,585.0,32.0,311.13715993267886,249.56850857052424,0.0011633236736241,0.0006135488330983,0.0,0.003934162635259765,0.0028328105548417765,0.0006469799588852729,3.665362716770142e-05
131,6.55,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004533201167001704,0.7751492545480573,358,1.4013782972245932,0.22078977482785328,circle,585.6027459420054,31.973427070377255,310.5905761903373,249.42190484538932,2.472556379410216,350.59311744269917,0.0045361022496645306,32.306889352818374,349.76989641635714,0.004497132445862,585.0,32.0,311.14056599594886,249.5775513376551,0.0012193461216483,0.0006431034682329,0.0,0.003934162635259765,0.0028684369671948783,0.0006469799588852729,3.665362716770142e-05
132,6.6,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004540722009603136,0.7733762528684651,358,1.3899850718315765,0.2267264005912791,circle,585.6030492482572,31.97342707037726,310.59044300576267,249.42351635174944,2.472553546015196,350.5944593412253,0.0045361022496645306,32.40083507306889,349.7729965886184,0.004496994628105,585.0,32.0,311.14413602041503,249.5870283509032,0.0012780578699824,0.0006740776152309,0.0,0.003934162635259765,0.0028939872116077905,0.0,3.665362716770142e-05
133,6.65,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004540722009603136,0.7733762528684651,358,1.3899850718315765,0.2267264005912791,circle,585.6032649557351,31.97342707037726,310.5903535287173,249.42470125523974,2.4725514348232327,350.59543364993357,0.0045361022496645306,32.494780793319414,349.77624556812964,0.0044968501913686,585.0,32.0,311.14787790642066,249.59696043047072,0.0013395877629464,0.0007065393588951,0.0,0.003934162635259765,0.0029125384098886015,0.0,3.665362716770142e-05
134,6.7,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.00454502356400365,0.7752975199693568,358,1.3975202844758834,0.21680168632162036,circle,585.6034186393538,31.973427070377255,310.59029714602116,249.425600031587,2.4725497955443867,350.5961558817472,0.0045361022496645306,32.58872651356994,349.7796504829281,0.0044966988182248,585.0,32.0,311.151799935721,249.60736939155797,0.0014040707928877,0.0007405600403176,0.0,0.003934162635259765,0.0029262899708320214,0.0,3.665362716770142e-05
135,6.75,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.00454502356400365,0.7752975199693568,358,1.3975202844758834,0.21680168632162036,circle,585.6035278568166,31.973427070377255,310.5902675128932,249.42631609054652,2.4725484390918004,350.5967089238184,0.0045361022496645306,32.682672233820455,349.7832188010505,0.0044965401760677,585.0,32.0,311.15591078996755,249.61827809159635,0.0014716483911379,0.0007762144117017,0.0,0.003934162635259765,0.0029368200964823314,0.0,3.665362716770142e-05
136,6.8,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.603606503102,31.973427070377255,310.5902606332681,249.42693886147637,2.4725471970268047,350.5971622771676,0.0045361022496645306,32.77661795407098,349.78695834660596,0.0044963739163927,585.0,32.0,311.16021957009843,249.6297104796897,0.0015424687324067,0.0008135807984561,0.0,0.003934162635259765,0.0029454521119828617,0.0,3.665362716770142e-05
137,6.85,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.6036620910057,31.973427070377255,310.5902772912262,249.42753851804986,2.4725459242477448,350.59756474414996,0.0045361022496645306,32.8705636743215,349.7908773165993,0.0044961996740414,585.0,32.0,311.1647358166729,249.64169164836883,0.0016166870533856,0.0008527412688921,0.0,0.003934162635259765,0.0029531152322313505,0.0,3.665362716770142e-05
138,6.9,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.6037013798658,31.973427070377255,310.59031911952303,249.4281850648856,2.472544473198305,350.5979637657977,0.0045361022496645306,32.964509394572026,349.79498429853044,0.0044960170664111,585.0,32.0,311.1694695312022,249.65424788775877,0.0016944659860492,0.0008937818118712,0.0,0.003934162635259765,0.0029607127520346406,0.0,3.665362716770142e-05
139,6.95,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.603729147079,31.973427070377255,310.59039120493884,249.42895712003337,2.4725426674356257,350.5984078618365,0.0045361022496645306,33.05845511482255,349.7992882888103,0.0044958256926275,585.0,32.0,311.1744311985252,249.66740674227512,0.0017759759064177,0.0009367925227661,0.0,0.003934162635259765,0.0029691685049199473,0.0,3.665362716770142e-05
140,7.0,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.6037487690475,31.973427070377255,310.5905023141958,249.4299485631255,2.472540287384877,350.59895103289034,0.0045361022496645306,33.15240083507307,349.80379871202337,0.0044956251326783,585.0,32.0,311.1796318102781,249.6811970699511,0.001861395299357,0.0009818677981077,0.0,0.003934162635259765,0.0029795106827474743,0.0,3.665362716770142e-05
141,7.05,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.6037626317383,31.973427070377255,310.5906659606495,249.4312799509598,2.472537043639683,350.59965932678074,0.0045361022496645306,33.24634655532359,349.8085254410807,0.0044954149465072,585.0,32.0,311.1850828895165,249.69564910452905,0.0019509111402424,0.0010291065393183,0.0,0.003934162635259765,0.0029929968604753368,0.0,3.665362716770142e-05
142,7.1,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7895162398736266,358,1.4080108533771765,0.2149057911729411,circle,585.6037724208093,31.973427070377255,310.5909020488893,249.43311317709433,2.4725325417712503,350.6006188697253,0.0045361022496645306,33.340292275574114,349.813478818296,0.0044951946730647,585.0,32.0,311.1907965165448,249.71079452042397,0.0020447192940997,0.0010786123659329,0.0,0.003934162635259765,0.003011266913151284,0.0,3.665362716770142e-05
143,7.15,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.0045450848324726035,0.7901526624011486,358,1.4148195942633102,0.21490579117294292,circle,585.603779330643,31.973427070377255,310.5912392960522,249.43567117899337,2.4725262343310193,350.601946356595,0.0045361022496645306,33.43423799582463,349.81866967743076,0.0044949638293156,585.0,32.0,311.19678535601423,249.72666650069968,0.0021430249331008,0.0011304938387416,0.0,0.003934162635259765,0.0030365427542949595,0.0,3.665362716770142e-05
144,7.2,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397485,0.7886565485438894,358,1.4066945965018256,0.22156008809406538,circle,585.6037841877297,31.973427070377255,310.5917191391637,249.43926789572825,2.4725173471473783,350.6038046686796,0.0045361022496645306,33.528183716075155,349.8241093667457,0.0044947219092,585.0,32.0,311.203062685352,249.7432998081814,0.0022460429731186,0.0011848646932924,0.0,0.003934162635259765,0.0030719257039234127,0.0,3.665362716770142e-05
145,7.25,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397484,0.7892942994375963,358,1.4135132258511542,0.22156008809406283,circle,585.6037875971967,31.973427070377255,310.5923985194757,249.44433005246304,2.472504825951667,350.60641432566723,0.0045361022496645306,33.62212943632568,349.82980977310336,0.0044944683825457,585.0,32.0,311.20964242459155,249.76073085984913,0.0023539985301872,0.0012418440842192,0.0,0.003934162635259765,0.003121614538489753,0.0,3.665362716770142e-05
146,7.3,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397484,0.7892942994375963,358,1.4135132258511542,0.22156008809406283,circle,585.6037899692426,31.973427070377255,310.5933614478591,249.4514828665619,2.472487124279481,350.61009761329376,0.0045361022496645306,33.7160751565762,349.83578334716907,0.0044942026939315,585.0,32.0,311.2165391676698,249.7789978046536,0.0024671273977609,0.0013015568408766,0.0,0.003934162635259765,0.0031917456976422337,0.0,3.665362716770142e-05
147,7.35,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397484,0.7892942994375963,358,1.4135132258511542,0.22156008809406283,circle,585.6037915921895,31.973427070377255,310.59472473914167,249.46159273983764,2.4724620980697356,350.6153006610675,0.0045361022496645306,33.81002087682673,349.84204312975425,0.0044939242614967,585.0,32.0,311.22376821526774,249.7981406049037,0.0025856765456126,0.0013641337347793,0.0,0.003934162635259765,0.0032908136522791266,0.0,3.665362716770142e-05
148,7.4,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397484,0.7892942994375963,358,1.4135132258511542,0.22156008809406283,circle,585.6037926632853,31.973427070377255,310.5966544513867,249.4758884679929,2.4724267057190374,350.62265583033786,0.0045361022496645306,33.90396659707724,349.8486027793511,0.0044936324756966,585.0,32.0,311.2313456092727,249.81820112138175,0.0027099046412902,0.0014297117593674,0.0,0.003934162635259765,0.0034308587964531436,0.0,3.665362716770142e-05
149,7.45,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397484,0.7892942994375963,358,1.4135132258511542,0.22156008809406283,circle,585.6037933127072,31.973427070377255,310.59938585218384,249.4961076567334,2.4723766457572443,350.6330570442375,0.0045361022496645306,33.99791231732777,349.8554766009094,0.0044933266980003,585.0,32.0,311.2392881689419,249.83922320234672,0.0028400825950985,0.0014984344226405,0.0,0.003934162635259765,0.003628901757344865,0.0,3.665362716770142e-05
150,7.5,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004543746558397484,0.7892942994375963,358,1.4135132258511542,0.22156008809406283,circle,585.6037936193841,31.973427070377255,310.6032523813626,249.52470797962195,2.4723058340609008,350.6477684321659,0.0045361022496645306,34.09185803757829,349.86267957590456,0.0044930062595289,585.0,32.0,311.24761352885713,249.86125277659195,0.0029764941295334,0.0015704520532171,0.0,0.003934162635259765,0.003909012026423337,0.0,3.665362716770142e-05
151,7.55,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004542472761705735,0.7753925892864213,358,1.4112174099691612,0.22184092559291657,circle,585.6037936150547,31.973427070377255,310.6087269173593,249.56516599715258,2.4722056644580057,350.6685779439724,0.0045361022496645306,34.18580375782881,349.87022739375584,0.0044926704596314,585.0,32.0,311.25634017875643,249.88433795073405,0.0031194363742892,0.0016459221204086,0.0,0.003934162635259765,0.004305232830326323,0.0,3.665362716770142e-05
152,7.6,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004542472761705735,0.7753925892864213,358,1.4112174099691612,0.22184092559291657,circle,585.6037933196062,31.973427070377255,310.6163408990076,249.62136875285242,2.472066515971558,350.69748431859205,0.0045361022496645306,34.27974947807933,349.87813648464237,0.0044923185643955,585.0,32.0,311.2654875053424,249.90852911090508,0.0032692204877343,0.0017250095689059,0.0,0.003934162635259765,0.004855620897869186,0.0,3.665362716770142e-05
153,7.65,587.0,31.0,310.0,248.0,351.8778197045105,585.2547451660041,32.21678383797157,310.7375878784787,249.78394112549697,350.2786570366496,350.2786570366496,0.004542472761705735,0.7753925892864213,358,1.4112174099691612,0.22184092559291657,circle,585.6037926927116,31.973427070377255,310.62707266920535,249.70045829061874,2.471870711668412,350.73815971300553,0.0045361022496645306,34.373695198329855,349.88642405378016,0.0044919498050905,585.0,32.0,311.2750758361656,249.93387902904124,0.0034261723060569,0.0018078871687106,0.0,0.003934162635259765,0.00563009545659102,0.0,3.665362716770142e-05
154,7.7,587.0,31.0,310.0,252.0,354.3585754571208,585.2547451660041,32.21678383797157,310.99,250.5,350.52633695488845,350.52633695488845,0.004533842202342247,0.7905353995909188,357,1.4464856508112318,0.23384463904222078,circle,585.6037916626743,31.973427070377255,310.79446605264053,249.91580167217987,2.471093097025587,350.740707773298,0.0045361022496645306,34.46764091858037,349.8951081172142,0.00449156337654,585.0,32.0,311.2851264856911,249.96044297395545,0.0035906330211035,0.0018947358809617,0.04612975727959146,0.008651117724898674,0.005678611467291933,0.0005042455127147161,3.665362716770142e-05
155,7.75,587.0,31.0,310.0,249.0,352.4953900407777,585.2547451660041,32.21678383797157,310.8090164499073,250.1767982683541,350.46686847832274,350.46686847832274,0.004533842202342247,0.7905353995909188,357,1.4464856508112318,0.23384463904222078,circle,585.603790071103,31.973427070377255,310.733678070108,249.83913253563506,2.4713720564728634,350.740707773298,0.0045361022496645306,34.561586638830896,349.90420753919034,0.0044911584354198,585.0,32.0,311.29566180365447,249.98827882739312,0.0037629598881372,0.0019857452403254,0.010657015401429094,0.007518566748605264,0.005678611467291933,0.0005042455127147161,3.665362716770142e-05
156,7.8,587.0,31.0,310.0,249.0,352.4953900407777,585.2547451660041,32.21678383797157,310.8090164499073,250.1767982683541,350.46686847832274,350.46686847832274,0.004539985481117842,0.8042491889287519,357,1.458000280031912,0.22909888168376752,circle,585.603787741755,31.97342707037726,310.7403736389474,249.84758266727812,2.471341313826686,350.740707773298,0.0045361022496645306,34.65553235908142,349.91374207116314,0.0044907340984803,585.0,32.0,311.3067052258329,250.01744720527617,0.0039435269645749,0.0020811137546522,0.010657015401429094,0.007518566748605264,0.005678611467291933,0.0,3.665362716770142e-05
157,7.85,587.0,31.0,310.0,249.0,352.4953900407777,585.2547451660041,32.21678383797157,310.8090164499073,250.1767982683541,350.46686847832274,350.46686847832274,0.004539449179475255,0.777004468600995,357,1.4612269361251824,0.22980197979597677,circle,585.6037843265259,31.973427070377255,310.7457606508089,249.85438289348954,2.471316573200821,350.740707773298,0.0045361022496645306,34.74947807933194,349.9237323925089,0.0044902894406878,585.0,32.0,311.31828132734717,250.04801158434597,0.004132725881021,0.0021810493226173,0.010657015401429094,0.007518566748605264,0.005678611467291933,0.0,3.665362716770142e-05
158,7.9,587.0,31.0,310.0,249.0,352.4953900407777,585.2547451660041,32.21678383797157,310.8090164499073,250.1767982683541,350.46686847832274,350.46686847832274,0.004539449179475255,0.777004468600995,357,1.4612269361251824,0.22980197979597677,circle,585.6037796011365,31.973427070377255,310.75059507307975,249.8604873656138,2.4712943634585676,350.740707773298,0.0045361022496645306,34.84342379958247,349.9342001530045,0.0044898234932829,585.0,32.0,311.33041587863113,250.0800384344244,0.0043309666457415,0.0022857696700905,0.010657015401429094,0.007518566748605264,0.005678611467291933,0.0,3.665362716770142e-05
159,7.95,587.0,31.0,310.0,249.0,352.4953900407777,585.2547451660041,32.21678383797157,310.8090164499073,250.1767982683541,350.46686847832274,350.46686847832274,0.004539449179475255,0.777004468600995,357,1.4612269361251824,0.22980197979597677,circle,585.6037729209531,31.973427070377255,310.7554861868542,249.86666553510017,2.4712718851869635,350.740707773298,0.0045361022496645306,34.937369519832984,349.9451680171417,0.0044893352417527,585.0,32.0,311.3431359042027,250.11359735651484,0.0045386784838972,0.0023955028060083,0.010657015401429094,0.007518566748605264,0.005678611467291933,0.0,3.665362716770142e-05
