frame,time_sec,temperature_c,x_true_px,kappa_true_px_inv,anchor_x,anchor_y,tip_x,tip_y,x_recovery_true,kappa_recovery_true
182,9.1,37.09812108559499,350.40713486356935,0.0044687297213289725,585.0,32.0,311.8842579568344,251.52893114919206,0.013287508852131908,0.0070265346269697965
183,9.15,37.19206680584551,350.4405345342948,0.004467236894644735,585.0,32.0,311.9237876006152,251.63139681358925,0.013920039207483846,0.007362043157485598
184,9.2,37.28601252609603,350.47550631644754,0.004465673354830153,585.0,32.0,311.9652369881826,251.7387055455888,0.014582342556945562,0.00771344426193566
185,9.25,37.379958246346554,350.5121224993448,0.004464035806375196,585.0,32.0,312.0087002009109,251.85108199187815,0.015275787931603177,0.008081478596780019
186,9.3,37.47390396659708,350.5504585293953,0.004462320805463657,585.0,32.0,312.05427600573523,251.96876080120094,0.01600180415224133,0.008466920149867968
187,9.35,37.567849686847595,350.59059313155797,0.004460524753815803,585.0,32.0,312.10206809458157,252.09198702834058,0.01676188212955271,0.008870577624285404
188,9.4,37.661795407098126,350.6326084338066,0.004458643892326763,585.0,32.0,312.1521853364442,252.22101655023073,0.017557577221280093,0.009293295868107527
189,9.45,37.75574112734864,350.67659009449926,0.004456674294499299,585.0,32.0,312.2047420427877,252.35611649410478,0.018390511644364914,0.009735957350366049
190,9.5,37.849686847599166,350.72262743251093,0.004454611859670225,585.0,32.0,312.25985824699694,252.4975656775277,0.0192623769394263,0.010199483683391729
191,9.55,37.94363256784969,350.7708135599588,0.004452452306030545,585.0,32.0,312.31765999862534,252.64565506007617,0.020174936484345204,0.010684837191518025
192,9.6,38.03757828810021,350.8212455173283,0.0044501911634402275,585.0,32.0,312.37827967323165,252.80068820636146,0.021130028053308627,0.01119302252594057
193,9.65,38.13152400835073,350.8740244107567,0.004447823766039519,585.0,32.0,312.4418562986347,252.96298175999118,0.022129566416719385,0.011725088325303236
194,9.7,38.225469728601254,350.92925555119683,0.0044453452446598166,585.0,32.0,312.50853589845656,253.13286592796302,0.02317554597670611,0.012282128921332599
195,9.75,38.31941544885177,350.9870485951447,0.004442750519038314,585.0,32.0,312.57847185385504,253.31068497487783,0.02427004343225683,0.012865286088573989
196,9.8,38.413361169102295,351.047517686557,0.004440034289842044,585.0,32.0,312.65182528439857,253.49679772622846,0.02541522046688279,0.01347575083696515
197,9.85,38.50730688935282,351.1107815995371,0.004437191030508453,585.0,32.0,312.72876544906813,253.69157807988398,0.026613326450837926,0.014114765245644567
198,9.9,38.601252609603335,351.17696388130827,0.004434214978911308,585.0,32.0,312.8094701684122,253.8954155247314,0.027866701148775683,0.014783624336013467
199,9.95,38.695198329853866,351.24619299493355,0.004431100128862662,585.0,32.0,312.89412626892175,254.10871566528093,0.0291777774226133,0.015483677981646219
200,10.0,38.78914405010438,351.318602461166,0.004427840221463607,585.0,32.0,312.98293005072895,254.33190075083735,0.030549083917918926,0.016216332852183685
201,10.05,38.88308977035491,351.3943309987467,0.004424428736318833,585.0,32.0,313.0760877797682,254.56541020765206,0.031983247720908874,0.01698305438783486
202,10.1,38.97703549060543,351.4735226623853,0.004420858882632522,585.0,32.0,313.17381620557154,254.80970117224217,0.03348299697155324,0.017785368800550917
203,10.15,39.07098121085595,351.5563269775673,0.004417123590205758,585.0,32.0,313.27634310590264,255.06524902381608,0.03505116341658632,0.01862486509733031
204,10.2,39.16492693110647,351.6428990712467,0.004413215500358674,585.0,32.0,313.38390785945705,255.33254791348944,0.0366906848845892,0.019503197120440498
205,10.25,39.258872651356995,351.733399797375,0.004409126956803743,585.0,32.0,313.4967620478765,255.61211128767738,0.03840460766329385,0.020422085598620052
206,10.3,39.35281837160751,351.82799585612315,0.004404849996500137,585.0,32.0,313.6151700883364,255.9044724027495,0.04019608875742643,0.021383320202535538
207,10.35,39.446764091858036,351.9268599055181,0.004400376340522876,585.0,32.0,313.73940989797933,256.2101848276783,0.04206839800290938,0.022388761596913657
208,10.4,39.54070981210856,352.0301706641239,0.004395697384984615,585.0,32.0,313.8697735914452,256.5298229310708,0.04402492001145873,0.023440343480843305
209,10.45,39.634655532359076,352.1381130032375,0.004390804192052323,585.0,32.0,314.006568212753,256.8639823485557,0.04606915591660685,0.024540074606752647
210,10.5,39.72860125260961,352.2508780269589,0.0043856874811058644,585.0,32.0,314.15011650273567,257.2132804260926,0.04820472489008971,0.025690040767491214
211,10.55,39.822546972860124,352.368663138339,0.004380337620090623,585.0,32.0,314.3007577032018,257.57835663431797,0.05043536539456922,0.02689240673980413
212,10.6,39.91649269311065,352.4916720896633,0.0043747446171217225,585.0,32.0,314.4588483989113,257.9598729485469,0.05276493613591794,0.02814941817125846
213,10.65,40.01043841336117,352.6201150147713,0.004368898112403268,585.0,32.0,314.62476339837804,258.35851418854884,0.05519741667528787,0.029463403396371716
214,10.7,40.10438413361169,352.75420844115206,0.00436278737053212,585.0,32.0,314.79889665438486,258.77498831166537,0.05773690765818605,0.03083677516631556
215,10.75,40.19832985386221,352.8941752793851,0.004356401273262362,585.0,32.0,314.98166222495365,259.2100266522548,0.0603876306144939,0.03227203227508185
216,10.8,40.292275574112736,353.04024478732765,0.004349728312813425,585.0,32.0,315.1734952753325,259.6643840998526,0.06315392728024664,0.03377176106346213
217,10.85,40.38622129436325,353.19265250627194,0.004342756585812134,585.0,32.0,315.37485312133725,260.1388392077853,0.06604025838855933,0.03533863678055571
218,10.9,40.48016701461378,353.35164016611503,0.004335473787966518,585.0,32.0,315.58621631412933,260.63419422331935,0.06905120187371637,0.036975424780814954
219,10.95,40.5741127348643,353.51745555641486,0.004327867209577131,585.0,32.0,315.80808976618255,261.15127502972814,0.07219145042920026,0.03868498153286386
220,11.0,40.66805845511482,353.69035236002105,0.004319923731999804,585.0,32.0,316.0410039178336,261.690930989948,0.07546580835695589,0.04047025541448384
221,11.05,40.76200417536535,353.87058994580184,0.0043116298251822446,585.0,32.0,316.2855159433692,262.2540346807598,0.07887918764200658,0.04233428726625661
222,11.1,40.855949895615865,354.0584331168199,0.004302971546405477,585.0,32.0,316.54221099510187,262.8414815056844,0.08243660318335297,0.04428021067442082
223,11.15,40.94989561586639,354.2541518101587,0.0042939345403699945,585.0,32.0,316.8117034833042,263.4541891740304,0.08614316710921657,0.046311251951510896
224,11.2,41.04384133611691,354.4580207444512,0.0042845040407753065,585.0,32.0,317.09463838920703,264.0930970327727,0.09000408210186216,0.04843072978135716
225,11.25,41.13778705636743,354.67031901104394,0.004274664873550504,585.0,32.0,317.39169260750526,264.7591652372033,0.09402463365497316,0.05064205449302629
226,11.3,41.23173277661795,354.8913296046241,0.004264401461902163,585.0,32.0,317.70357631395706,265.4533737455712,0.09821018118455892,0.05294872692631882
227,11.35,41.32567849686848,355.12133888905703,0.004253697833354562,585.0,32.0,318.03103435269105,266.17672112223806,0.10256614791287251,0.05535433684950131
228,11.4,41.419624217118994,355.36063599414433,0.004242537628965309,585.0,32.0,318.3748476367515,266.9302231332471,0.10709800944407964,0.05786256088811949
229,11.45,41.513569937369525,355.6095121390022,0.004230904114907265,585.0,32.0,318.73583455419106,267.7149111176169,0.11181128095024817,0.0604771599219944
230,11.5,41.60751565762004,355.8682598778014,0.0042187801966146726,585.0,32.0,319.1148523706877,268.53183011720256,0.11671150288700331,0.06320197590592075
231,11.55,41.70146137787056,356.1371722637053,0.004206148435697607,585.0,32.0,319.51279861816306,269.3820367475771,0.12180422516000512,0.06604092806819208
232,11.6,41.79540709812109,356.416541926991,0.004192991069834027,585.0,32.0,319.93061245726443,270.26659679215123,0.12709498966619873,0.06899800843991945
233,11.65,41.889352818371606,356.70666006356623,0.0041792900358525115,585.0,32.0,320.36927599978776,271.1865825016698,0.13258931113812453,0.0720772766672516
234,11.7,41.98329853862213,357.00781533038867,0.0041650269962210905,585.0,32.0,320.8298155751981,272.1430695813291,0.1382926562251246,0.07528285405808711
235,11.75,42.07724425887265,357.320292644682,0.004150183369158054,585.0,32.0,321.31330292333155,273.1371338481041,0.14421042075263235,0.07861891681475516
236,11.8,42.17118997912317,357.6443718843237,0.004134740362578941,585.0,32.0,321.82085629314685,274.16984754147234,0.15034790510982543,0.08208968840452711
237,11.85,42.265135699373694,357.98032648736233,0.004118679012089838,585.0,32.0,322.3536414250495,275.2422752716251,0.15671028772697998,0.08569943102073165
238,11.9,42.35908141962422,358.32842194931806,0.004101980223230314,585.0,32.0,322.9128723918379,276.3554695904953,0.16330259661700766,0.0894524360887749
239,11.95,42.453027139874735,358.68891421773947,0.004084624818159275,585.0,32.0,323.49981227075875,277.51046617256964,0.17012967897122405,0.09335301377362937
240,12.0,42.546972860125265,359.062047984436,0.004066593586963686,585.0,32.0,324.1157736165049,278.7082785945026,0.17719616881726494,0.09740548144834398
241,12.05,42.64091858037578,359.44805487688615,0.004047867343752886,585.0,32.0,324.76211870230287,279.94989270508404,0.18450645276757624,0.10161415108700841
242,12.1,42.734864300626306,359.8471515515424,0.0040284269876797235,585.0,32.0,325.4402594935537,281.23626058016714,0.1920646339100001,0.10598331555042595
243,12.15,42.82881002087683,360.2595376931178,0.004008253569004053,585.0,32.0,326.15165731582846,282.5682940607544,0.19987449391782006,0.11051723373853278
244,12.2,42.92275574112735,360.6853939254539,0.003987328360283218,585.0,32.0,326.89782217649866,283.94685787666725,0.20793945348531986,0.11522011459053942
245,12.25,43.01670146137787,361.1248796412121,0.003965632932738458,585.0,32.0,327.6803116969072,285.3727623630431,0.21626253122599226,0.12009609992179977
246,12.3,43.110647181628394,361.5781307594267,0.003943149237804987,585.0,32.0,328.50072960988024,286.84675578240603,0.22484630120458862,0.12514924609566325
247,12.35,43.20459290187891,362.04525742187474,0.0039198596938267325,585.0,32.0,329.36072377561345,288.3695162712278,0.23369284931045523,0.1303835045390805
248,12.4,43.298538622129435,362.52634164124834,0.0038957472778043834,585.0,32.0,330.26198366765817,289.94164343674845,0.24280372871810468,0.1358027011224922
249,12.45,43.39248434237996,363.02143491624616,0.0038707956220473557,585.0,32.0,331.2062372799637,291.5636496373409,0.25217991472128864,0.14141051443757516
250,12.5,43.486430062630475,363.53055583091316,0.0038449891155164905,585.0,32.0,332.195247405861,293.23595098789303,0.2618217592687627,0.1472104530207612
251,12.55,43.580375782881006,364.0536876577996,0.0038183130095752645,585.0,32.0,333.23080724059855,294.9588581404363,0.271728945572383,0.15320583158595472
252,12.6,43.67432150313152,364.59077598677834,0.0037907535277929803,585.0,32.0,334.3147352607082,296.7325668995644,0.2819004432011192,0.15939974634657936
253,12.65,43.76826722338205,365.14172640359465,0.003762297979364427,585.0,32.0,335.44886933622524,298.5571487419333,0.2923344641169236,0.16579504952483373
254,12.7,43.86221294363257,365.7064022443734,0.0037329348756276978,585.0,32.0,336.6350600357391,300.4325413191786,0.30302842014908576,0.1723943231646448
255,12.75,43.95615866388309,366.28462245434525,0.0037026540490755163,585.0,32.0,337.87516308954906,302.35853903382684,0.3139788824423171,0.1791998523842123
256,12.8,44.05010438413361,366.87615958088134,0.003671446774167168,585.0,32.0,339.1710309829496,304.33478378795166,0.32518154344839845,0.18621359822387262
257,12.85,44.144050104384135,367.4807379325339,0.0036393058891586324,585.0,32.0,340.52450365997777,306.3607560143021,0.3366311820616831,0.19343717026512489
258,12.9,44.23799582463465,368.0980319370373,0.0036062259180794053,585.0,32.0,341.9373983278999,308.4357661090731,0.3483216325225581,0.20087179921668857
259,12.95,44.331941544885176,368.72766473212477,0.0035722031918973014,585.0,32.0,343.41149836434136,310.5589463941942,0.36024575773001605,0.2085183096830606
260,13.0,44.4258872651357,369.3692070234438,0.0035372359678289634,585.0,32.0,344.94854134226705,312.7292437446131,0.37239542761260996,0.21637709334981928
261,13.05,44.519832985386216,370.02217624376084,0.0035013245456756623,585.0,32.0,346.55020620298274,314.9454130222449,0.3847615032052822,0.2244480828374859
262,13.1,44.61377870563675,370.6860360469684,0.003464471379993522,585.0,32.0,348.2180996238404,317.2060114627123,0.3973338270667578,0.23273072649158713
263,13.15,44.707724425887264,371.36019616907083,0.003426681186846501,585.0,32.0,349.953741645233,319.5093941633123,0.410101220646865,0.24122396439022775
264,13.2,44.80167014613779,372.0440126863052,0.003387961043841337,585.0,32.0,351.7585506405653,321.85371082054115,0.4230514891748858,0.24992620586152242
265,13.25,44.89561586638831,372.7367886977687,0.003348320482109001,585.0,32.0,353.6338277328591,324.23690386256277,0.4361714345873012,0.2588353088110272
266,13.3,44.98956158663883,373.4377754564042,0.003307771568878257,585.0,32.0,355.58074078216134,326.6567081160141,0.44944687694665136,0.26794856116356747
267,13.35,45.08350730688935,374.1461739678832,0.0032663289792866073,585.0,32.0,357.6003080885238,329.1106521371646,0.4628626847215296,0.277262664723934
268,13.4,45.177453027139876,374.86113707186036,0.003224010056093468,585.0,32.0,359.6933819755182,331.5960613245413,0.4764028142018439,0.2867737217565167
269,13.45,45.27139874739039,375.5817720142884,0.003180834856001629,585.0,32.0,361.860632438475,334.1100629135606,0.4900503582138862,0.29647722457468906
270,13.5,45.36534446764092,376.30714351302754,0.003136826181357285,585.0,32.0,364.10253105929803,336.649592933465,0.5037876041775209,0.30636804841631704
271,13.55,45.45929018789144,377.0362773119409,0.0030920095960868706,585.0,32.0,366.4193354051381,339.2114051830031,0.5175961014144305,0.316440447862001
272,13.6,45.55323590814196,377.7681642111644,0.003046413424840941,585.0,32.0,368.8110741407942,341.7920822540758,0.5314567374742576,0.32668805702748527
273,13.65,45.64718162839249,378.50176455338175,0.00300006873445149,585.0,32.0,371.27753309376453,344.388048602274,0.545349823096678,0.3371038937310741
274,13.7,45.741127348643005,379.2360131378947,0.002953009296968443,585.0,32.0,373.81824251581634,346.99558563036544,0.5592551852751446,0.3476803678010731
275,13.75,45.83507306889353,379.96982452623627,0.0029052715337221364,585.0,32.0,376.43246578521024,349.61084871594244,0.5731522677357686,0.3584092936475879
276,13.8,45.92901878914405,380.70209869519385,0.0028568944400600258,585.0,32.0,379.1191897888466,352.22988607830496,0.587020237995521,0.3692819071777337
277,13.85,46.02296450939457,381.43172698562245,0.002807919490624052,585.0,32.0,381.87711721327673,354.8486593431131,0.6008381000221737,0.38028888708427616
278,13.9,46.11691022964509,382.1575982885151,0.002758390525267837,585.0,32.0,384.7046609575027,357.4630656272646,0.614584811387471,0.39142038048541594
279,13.95,46.21085594989562,382.8786054036813,0.0027083536159557314,585.0,32.0,387.59994085877986,360.0689609318606,0.628239403689189,0.4026660328388471
280,14.0,46.304801670146134,383.59365150122886,0.0026578569152346026,585.0,32.0,390.56078289536305,362.66218459899835,0.6417811049201055,0.41401502199728996
281,14.05,46.398747390396665,384.3016566120701,0.0026069504871196404,585.0,32.0,393.58472099763594,365.23858455951427,0.655189462386648,0.4254560962164225
282,14.1,46.49269311064718,385.00156407097245,0.0025556861214823317,585.0,32.0,396.66900156187876,367.7940430746136,0.6684444647288093,0.4369776158706527
283,14.15,46.5866388308977,385.69234683443,0.0025041171332666674,585.0,32.0,399.810590719785,370.3245026555057,0.6815266615693941,0.4485675985787023
284,14.2,46.68058455114823,386.37301359587303,0.0024522981480844105,585.0,32.0,403.00618437259135,372.8259918323916,0.6944172793252156,0.46021376739045744
285,14.25,46.774530271398746,387.0426146225352,0.0024002848759457325,585.0,32.0,406.2522209524317,375.2946504380894,0.707098331746974,0.47190360164036127
286,14.3,46.86847599164927,387.7002472416498,0.0023481338750638773,585.0,32.0,409.54489682638416,377.7267540725944,0.7195527238180565,0.4836243900316407
287,14.35,46.96242171189979,388.3450609084823,0.0022959023078275116,585.0,32.0,412.88018421186797,380.1187374231274,0.7317643477340618,0.49536328548082326
288,14.4,47.05636743215031,388.9762617949621,0.0022436476911575844,585.0,32.0,416.2538514268935,382.4672161297344,0.7437181698033178,0.5071073612243193
289,14.45,47.150313152400834,389.59311684517303,0.002191427643555004,585.0,32.0,419.66148525633565,384.7690069089059,0.7554003072506631,0.5188436676687338
290,14.5,47.24425887265136,390.1949572525752,0.0021392996311983,585.0,32.0,423.098515177133,387.02114567654974,0.7667980940698428,0.5305592894546909
291,14.55,47.338204592901874,390.78118132326904,0.002087320715465565,585.0,32.0,426.5602391521578,389.22090344615646,0.7779001352486353,0.5422414022005557
292,14.6,47.432150313152405,391.35125669974684,0.0020355473042322396,585.0,32.0,430.04185067536287,391.36579981733735,0.788696348882752,0.5538773283975471
293,14.65,47.52609603340292,391.90472193004,0.0019840349092360657,585.0,32.0,433.5384667304147,393.4536139128897,0.7991779958926949,0.5654545919412698
294,14.7,47.620041753653446,392.4411873777841,0.0019328379117039705,585.0,32.0,437.04515631191083,395.48239266808804,0.8093376972587698,0.5769609708064034
295,14.75,47.71398747390397,392.96033547917426,0.0018820093383060098,585.0,32.0,440.55696915263536,397.4504564226627,0.8191694388873656,0.5883845474004127
296,14.8,47.80793319415449,393.461920362864,0.0018316006493405666,585.0,32.0,444.068964302268,399.3564018127319,0.8286685644125128,0.5997137561683185
297,14.85,47.90187891440501,393.94576685827565,0.0017816615408678242,585.0,32.0,447.576238212219,401.1991020054763,0.837831756415046,0.6109374280626352
298,14.9,47.995824634655534,394.4117689264067,0.0017322397622986502,585.0,32.0,451.07395199743024,402.9777043625002,0.8466570067048712,0.6220448315397464
299,14.95,48.08977035490605,394.85988755479474,0.0016833809507183707,585.0,32.0,454.55735756842387,404.69162565753084,0.8551435764553419,0.6330257097951645
300,15.0,48.183716075156575,395.2901481647567,0.0016351284829846857,585.0,32.0,458.0218223547605,406.34054500949975,0.8632919471009834,0.6438703140040999
301,15.05,48.2776617954071,395.70263758419776,0.0015875233463910987,585.0,32.0,461.46285237347564,407.9243947223874,0.8711037630078782,0.6545694323894868
302,15.1,48.371607515657615,396.0975006431969,0.0015406040284366752,585.0,32.0,464.8761134319717,409.4433492480412,0.8785817670001124,0.6651144149959145
303,15.15,48.465553235908146,396.4749364521374,0.0014944064259949505,585.0,32.0,468.2574502931552,410.8978125071076,0.8857297298741869,0.6754971941036555
304,15.2,48.55949895615866,396.8351944234365,0.0014489637739337046,585.0,32.0,471.6029036702576,412.2884038161955,0.8925523750576526,0.6857103002711674
305,15.25,48.65344467640919,397.17857009796154,0.0014043065930070804,585.0,32.0,474.90872495873776,413.61594267646956,0.8990552995688561,0.6957468740461907
306,15.3,48.74739039665971,397.50540083611656,0.0013604626566266036,585.0,32.0,478.17138865188093,414.88143268029364,0.9052448924137859,0.7056006734338661
307,15.35,48.84133611691023,397.81606143141806,0.0013174569759199762,585.0,32.0,481.3876024244025,416.0860447887193,0.9111282515149967,0.715266077254729
308,15.4,48.93528183716075,398.11095970132925,0.0012753118023097318,585.0,32.0,484.5543149036553,417.2311002240595,0.9167131002098543,0.7247380845651635
309,15.45,49.029227557411275,398.3905321062966,0.0012340466466890271,585.0,32.0,487.66872118037855,418.31805320910803,0.92200770428288,0.7340123103476983
310,15.5,49.12317327766179,398.65523944349746,0.001193678314140462,585.0,32.0,490.7282661397724,419.34847376843857,0.9270207904129915,0.7430849777080509
311,15.55,49.217118997912316,398.9055626569184,0.001154220953036646,585.0,32.0,493.7306457187044,420.3240307883456,0.9317614668238348,0.751952906839916
312,15.6,49.31106471816284,399.1419988001946,0.0011156861172780925,585.0,32.0,496.67380621583504,421.2464755111042,0.9362391468271488,0.7606135010371764
313,15.65,49.405010438413356,399.3650571832788,0.0010780828403644286,585.0,32.0,499.55594179832406,422.1176256169826,0.9404634758475262,0.7690647300466101
314,15.7,49.49895615866389,399.57525572862346,0.00104141771995817,585.0,32.0,502.37549036157503,422.93935002453344,0.9444442624149845,0.7773051110624242
315,15.75,49.592901878914404,399.773117557266,0.0010056950115848815,585.0,32.0,505.1311279073392,423.7135545166925,0.948191413511494,0.7853336876674107
316,15.8,49.68684759916493,399.95916782009476,0.0009709167301176677,585.0,32.0,507.82176161068253,424.4421682776513,0.951714874560791,0.7931500070245986
317,15.85,49.78079331941545,400.13393078474513,0.0009370827577162842,585.0,32.0,510.4465217480771,425.1271314038135,0.9550245742593718,0.8007540956182458
318,15.9,49.87473903966597,400.29792718409516,0.000904190956928828,585.0,32.0,513.0047526576134,425.7703834317555,0.9581303743617162,0.8081464338345585
319,15.95,49.96868475991649,400.4516718282282,0.0008722372877156128,585.0,32.0,515.496002898376,426.37385290726417,0.9610420244551073,0.8153279296609088
320,16.0,50.062630480167016,400.59567147808576,0.0008412159272177689,585.0,32.0,517.920014769805,426.93944800246936,0.9637691216903986,0.8222998917681851
321,16.05,50.15657620041753,400.7304229758191,0.0008111193911652252,585.0,32.0,520.276713343786,427.4690481729215,0.9663210753741992,0.8290640022246942
322,16.1,50.25052192066806,400.8564116241006,0.0007819386558981364,585.0,32.0,522.5661951526342,427.9644968332785,0.9687070762759119,0.8356222890721954
323,16.15,50.34446764091858,400.97410980436473,0.0007536632800602677,585.0,32.0,524.7887166654706,428.4275950190801,0.9709360704596801,0.841977098975659
324,16.2,50.4384133611691,401.0839758220868,0.0007262815251105247,585.0,32.0,526.9446826740538,428.8600959928272,0.9730167374160145,0.8481310701386453
325,16.25,50.53235908141963,401.18645296577216,0.00069978047388816,585.0,32.0,529.0346346972558,429.2637007452205,0.9749574722407262,0.8540871056561125
326,16.3,50.626304801670145,401.2819687652679,0.0006741461465565394,585.0,32.0,531.059239501315,429.6400543367744,0.9767663715886696,0.8598483474563873
327,16.35,50.72025052192067,401.3709344343211,0.0006493636133382612,585.0,32.0,533.0192778210437,429.99074302103344,0.9784512231167868,0.8654181509642689
328,16.4,50.81419624217119,401.4537444819086,0.0006254171035402092,585.0,32.0,534.915633355455,430.3172920880543,0.9800194981233826,0.8708000605979596
329,16.45,50.90814196242171,401.5307764767726,0.00060229011044913,585.0,32.0,536.7492821000441,430.62116436559006,0.9814783470888515,0.8759977861940839
330,16.5,51.00208768267223,401.60239094973144,0.0005799654917564795,585.0,32.0,538.5212820672717,430.90375931529,0.9828345978256146,0.8810151804374914
331,16.55,51.09603340292276,401.6689314186769,0.000558425565244537,585.0,32.0,540.232763436809,431.1664126620839,0.984094755951524,0.8858562173560757
332,16.6,51.18997912317327,401.7307245216805,0.0005376521995338065,585.0,32.0,541.8849191678494,431.41039649657523,0.9852650074106619,0.890524971925556
333,16.65,51.2839248434238,401.78808024427536,0.0005176268997543701,585.0,32.0,543.4789960973333,431.6369197925725,0.986351222777653,0.8950256008150845
334,16.7,51.37787056367432,401.84129222774243,0.0004983308880607773,585.0,32.0,545.0162865402792,431.8471292847216,0.9873589630960561,0.8993623242917559
335,16.75,51.47181628392484,401.8906381460377,0.0004797451789612549,585.0,32.0,546.4981204015811,432.04211065438886,0.9882934870166981,0.9035394092905824
336,16.8,51.56576200417537,401.93638013988925,0.0004618506494776542,585.0,32.0,547.9258578025909,432.2228899754284,0.989159759018697,0.9075611536462457
337,16.85,51.659707724425886,401.9787652974898,0.0004446281041926452,585.0,32.0,549.3008822205403,432.39043537510065,0.9899624585129265,0.911431871473927
338,16.9,51.75365344467641,402.01802617212877,0.00042805833527536003,585.0,32.0,550.6245941343319,432.5456588691294,0.9907059896450433,0.9151558796787144
339,16.95,51.84759916492693,402.0543813280176,0.00041212217760653447,585.0,32.0,551.8984051663818,432.68941833360907,0.9913944916324514,0.9187374855663849
340,17.0,51.94154488517745,402.0880359064449,0.0003968005591490327,585.0,32.0,553.1237327070161,432.8225195801363,0.9920318494862704,0.9221809755227739
341,17.05,52.035490605427974,402.119182205265,0.000382074546730243,585.0,32.0,554.3019950053083,432.94571850411,0.9926217049858219,0.9254906047243111
342,17.1,52.1294363256785,402.1480002655397,0.00036792538741924974,585.0,32.0,555.4346067081893,433.0597232795548,0.9931674677885733,0.9286705878386209
343,17.15,52.22338204592902,402.17465845992217,0.00035433454569434983,585.0,32.0,556.5229748280751,433.16519657706175,0.993672326573093,0.9317250906712281
344,17.2,52.31732776617954,402.1993140781148,0.00034128373660582674,585.0,32.0,557.568495118109,433.26275778449815,0.9941392601265708,0.9346582227123196
345,17.25,52.41127348643006,402.22211390538405,0.00032875495514513156,585.0,32.0,558.5725488333468,433.3529852129543,0.9945710483008654,0.9374740305361055
346,17.3,52.505219206680586,402.2431947907612,0.00031673050203522214,585.0,32.0,559.5364998557721,433.4364182730351,0.9949702827732159,0.9401764920045134
347,17.35,52.5991649269311,402.262684202101,0.0003051930061579775,585.0,32.0,560.4616921608823,433.5135596089775,0.995339377558063,0.9427695112266907
348,17.4,52.693110647181626,402.2807007657055,0.00029412544383377573,585.0,32.0,561.3494476036739,433.58487718027396,0.9956805792265658,0.9452569142259762
349,17.45,52.78705636743215,402.29735478866445,0.0002835111551656953,585.0,32.0,562.2010640021559,433.65080628242583,0.9959959767988015,0.9476424452665857
350,17.5,52.881002087682674,402.312748762501,0.0002733338576566532,585.0,32.0,563.0178134969894,433.7117515002344,0.9962875112819148,0.9499297637932007
351,17.55,52.97494780793319,402.3269778470472,0.00026357765730245197,585.0,32.0,563.8009411664548,433.76808858856657,0.9965569848338653,0.9521224419378364
352,17.6,53.068893528183715,402.3401303338275,0.0002542270573572943,585.0,32.0,564.5516638766677,433.820166276941,0.99680606953908,0.9542239625498181
353,17.65,53.16283924843424,402.3522880884858,0.00024526696496114105,585.0,32.0,565.2711693477636,433.8683079954617,0.9970363157872395,0.9562377177063018
354,17.7,53.25678496868476,402.36352697204984,0.0002366826958104284,585.0,32.0,565.9606154176361,433.91281352068427,0.997249160251275,0.9581670076625431
355,17.75,53.35073068893528,402.3739172410282,0.00022845997704539313,585.0,32.0,566.6211294857201,433.95396054089224,0.9974459334644937,0.9600150402029793
356,17.8,53.4446764091858,402.38352392651336,0.00022058494851861908,585.0,32.0,567.2538081202466,433.99200614102506,0.9976278670001154,0.9617849303561273
357,17.85,53.53862212943633,402.3924071926129,0.00021304416260063498,585.0,32.0,567.8597168133404,434.0271882081443,0.9977961002593236,0.963479700438275
358,17.9,53.63256784968685,402.40062267465026,0.00020582458266948578,585.0,32.0,568.4398898692831,434.0597267588546,0.9979516868761861,0.965102280392946
359,17.95,53.72651356993737,402.40822179768196,0.00019891358042235292,585.0,32.0,568.9953304121992,434.08982519053836,0.9980956007498022,0.9666555083951048
360,18.0,53.82045929018789,402.41525207594424,0.0001922989321385071,585.0,32.0,569.5270105003463,434.11767145860347,0.9982287417152931,0.9681421316910475
361,18.05,53.914405010438415,402.42175739392013,0.0001859688140142781,585.0,32.0,570.0358713350877,434.1434391822289,0.9983519408667098,0.9695648076468547
362,18.1,54.00835073068893,402.4277782697409,0.00017991179668230866,585.0,32.0,570.522823553495,434.1672886812856,0.9984659655453881,0.9709261049801725
363,18.15,54.102296450939455,402.4333521016924,0.00017411683901923726,585.0,32.0,570.9887475943622,434.1893679472771,0.9985715240083423,0.972228505151919
364,18.2,54.19624217118998,402.43851339858753,0.00016857328133811043,585.0,32.0,571.4344941282142,434.20981355122063,0.9986692697911078,0.9734744038962697
365,18.25,54.2901878914405,402.4432939948014,0.00016327083805429027,585.0,32.0,571.8608845426539,434.22875149146745,0.9987598057801247,0.9746661128689741
366,18.3,54.38413361169102,402.4477232507515,0.00015819958990645898,585.0,32.0,572.2687114751149,434.2462979844682,0.9988436880094759,0.975805861395662
367,18.35,54.478079331941544,402.4518282395955,0.00015334997580748245,585.0,32.0,572.6587393857664,434.26256020147395,0.998921429196614,0.9768957983033398
368,18.4,54.57202505219207,402.4556339209266,0.0001487127843934396,585.0,32.0,573.0317051639657,434.27763695414717,0.998993502031837,0.9779379938197209
369,18.45,54.66597077244259,402.45916330220194,0.00014427914533300714,585.0,32.0,573.3883187622497,434.2916193319733,0.9990603422354617,0.9789344415264171
370,18.5,54.75991649269311,402.4624375886441,0.00014004052045366323,585.0,32.0,573.729263852423,434.3045912943139,0.9991223513966837,0.9798870603532993
371,18.55,54.85386221294363,402.4654763223126,0.0001359886947357789,585.0,32.0,574.0551984988299,434.3166302198381,0.9991798996073523,0.980797696602549
