frame,time_s,temperature_C,austenite_fraction,length_env_true_px,length_axis_true_px,length_axis_alt_true_px,diameter_true_px,diameter_max_feret_true_px,area_proj_true_px2,area_proj_true_norm,area_proj_model_true_px2,area_proj_raster_true_px2,area_proj_contour_true_px2
208,10.4,48.4586,0.348106,378.575,311.9148,311.3526,89.5,98.881,18439.8029,0.94356,23735.9043,23773.0,24515.5
209,10.45,48.5714,0.356646,377.6264,308.9173,308.332,98.0,98.83,18644.1102,0.954014,23697.5742,23723.0,24473.0
210,10.5,48.6842,0.36523,376.5788,305.9233,305.352,99.5,99.1328,18618.734,0.952715,23659.0117,23706.0,24435.0
211,10.55,48.797,0.373855,376.5793,305.9462,305.4054,99.5,99.1289,18459.8735,0.944587,23620.2266,23686.0,24404.5
212,10.6,48.9098,0.382517,374.6324,305.8952,305.2952,94.5,99.3239,18053.1849,0.923776,23581.2383,23640.0,24368.0
213,10.65,49.0226,0.391213,374.5832,305.9061,305.2901,98.5,100.1146,18446.6354,0.943909,23542.0508,23599.0,24326.0
214,10.7,49.1353,0.399941,372.689,302.8655,302.1819,99.5,100.1029,18006.0203,0.921363,23502.6836,23561.0,24286.5
215,10.75,49.2481,0.408698,372.5875,299.8753,299.2036,100.5,100.8158,18210.5749,0.93183,23463.1445,23515.0,24225.0
216,10.8,49.3609,0.417481,370.6924,299.905,299.2444,99.0,100.8161,17967.8262,0.919409,23423.4531,23455.0,24197.0
217,10.85,49.4737,0.426286,370.5905,299.8741,299.2473,99.5,100.8145,17713.6054,0.9064,23383.6152,23403.0,24152.0
218,10.9,49.5865,0.435111,368.6964,299.9355,299.3143,101.5,100.8656,17824.6179,0.912081,23343.6465,23362.0,24124.0
219,10.95,49.6992,0.443953,368.5936,299.9229,299.25,101.5,101.0881,17844.6531,0.913106,23303.5625,23294.0,24071.0
220,11.0,49.812,0.452809,366.7018,296.909,296.2452,101.5,101.0768,17956.3615,0.918822,23263.3711,23274.0,24032.5
221,11.05,49.9248,0.461676,366.5977,299.896,299.179,88.5,102.0714,18006.5182,0.921389,23223.0957,23246.0,23987.5
222,11.1,50.0376,0.47055,365.5998,299.8463,299.0393,88.5,102.0626,17761.3217,0.908842,23182.7383,23213.0,23946.5
223,11.15,50.1504,0.47943,364.6016,296.8322,296.1106,89.0,102.0582,17722.8516,0.906873,23142.3164,23177.0,23906.0
224,11.2,50.2632,0.488311,363.6038,293.9058,293.2041,101.5,102.0481,17735.498,0.907521,23101.8457,23156.0,23866.5
225,11.25,50.3759,0.497192,362.6054,293.9123,293.2419,101.5,102.3361,17842.4776,0.912995,23061.3398,23089.0,23814.0
226,11.3,50.4887,0.506069,361.607,290.9347,290.2787,99.0,102.8507,17856.1276,0.913693,23020.8125,23047.0,23776.0
227,11.35,50.6015,0.514939,360.6088,290.9108,290.2636,98.5,102.8493,17373.1319,0.888978,22980.2715,23006.0,23734.0
228,11.4,50.7143,0.523799,359.6107,296.8395,296.0713,88.5,103.0855,17613.9615,0.901302,22939.7363,22956.0,23692.0
229,11.45,50.8271,0.532646,358.6126,290.8327,290.089,90.5,104.078,17542.9272,0.897667,22899.2246,22919.0,23652.0
230,11.5,50.9398,0.541477,357.6142,287.8936,287.1916,103.0,104.0773,17804.2929,0.911041,22858.7383,22901.0,23615.5
231,11.55,51.0526,0.55029,356.616,290.9069,290.1439,93.0,103.5136,17773.0307,0.909441,22818.3047,22852.0,23578.5
232,11.6,51.1654,0.559081,355.6185,290.9333,290.2105,93.0,103.5603,17722.7445,0.906868,22777.9316,22803.0,23525.5
233,11.65,51.2782,0.567847,354.6206,287.9368,287.2156,93.5,103.5562,17676.3547,0.904494,22737.6328,22759.0,23477.0
234,11.7,51.391,0.576586,353.6225,284.871,284.1177,103.0,104.0437,16969.9124,0.868346,22697.4238,22718.0,23435.0
235,11.75,51.5038,0.585295,352.6245,284.8652,284.1863,103.0,104.8309,17374.2939,0.889038,22657.3184,22693.0,23394.0
236,11.8,51.6165,0.593969,351.6263,287.8562,287.1418,94.5,104.8293,17505.8518,0.89577,22617.332,22664.0,23345.0
237,11.85,51.7293,0.602607,350.6282,284.8692,284.1882,94.5,105.0258,17448.8555,0.892853,22577.4785,22627.0,23312.0
238,11.9,51.8421,0.611206,349.63,281.9182,281.2917,100.0,105.0792,17296.5456,0.885059,22537.7734,22583.0,23283.5
239,11.95,51.9549,0.619762,348.6315,281.9062,281.2249,92.5,105.1384,17230.4449,0.881677,22498.2305,22518.0,23239.0
240,12.0,52.0677,0.628273,347.6339,281.8849,281.0703,96.0,105.4725,17122.6501,0.876161,22458.8691,22489.0,23202.5
241,12.05,52.1805,0.636735,346.6359,284.8588,284.0625,91.5,106.0577,17120.8783,0.876071,22419.6973,22470.0,23162.5
242,12.1,52.2932,0.645146,345.6377,275.8378,275.0582,106.0,105.997,17044.2321,0.872149,22380.7324,22413.0,23119.0
243,12.15,52.406,0.653503,344.6396,281.8622,281.1025,93.5,105.9925,17035.5938,0.871707,22341.9922,22381.0,23077.5
244,12.2,52.5188,0.661803,343.6416,281.8956,281.1304,92.5,106.1539,17174.4103,0.87881,22303.4883,22337.0,23035.0
245,12.25,52.6316,0.670042,342.6434,278.8901,278.1259,94.5,105.6851,17416.8456,0.891215,22265.2383,22315.0,22996.0
246,12.3,52.7444,0.678218,341.7055,278.8988,278.1547,96.5,107.0276,17058.9723,0.872903,22227.2578,22263.0,22959.0
247,12.35,52.8571,0.686328,340.7079,278.9158,278.2445,96.5,107.0201,17058.2136,0.872864,22189.5625,22220.0,22922.0
248,12.4,52.9699,0.694369,339.7106,269.9022,269.1262,105.0,108.0059,16803.3462,0.859823,22152.1641,22182.0,22880.5
249,12.45,53.0827,0.702338,338.7734,269.8988,269.1337,104.0,107.0069,16900.3913,0.864788,22115.0801,22153.0,22858.5
250,12.5,53.1955,0.710232,338.6517,275.894,275.1128,95.5,107.3673,16946.0135,0.867123,22078.3281,22110.0,22826.5
251,12.55,53.3083,0.718048,336.7794,269.8341,268.9841,107.5,107.4834,16674.4647,0.853228,22041.9238,22073.0,22788.0
252,12.6,53.4211,0.725783,336.6556,266.8476,265.9911,107.0,107.4792,16530.0477,0.845838,22005.8789,22033.0,22748.0
253,12.65,53.5338,0.733434,335.6576,266.859,265.9781,106.0,108.0963,16805.6521,0.859941,21970.2129,21987.0,22711.5
254,12.7,53.6466,0.740998,334.6595,272.8555,272.0095,96.0,108.0838,16828.8795,0.861129,21934.9414,21957.0,22679.0
255,12.75,53.7594,0.748473,333.7249,263.9022,263.1343,107.5,108.0672,16970.3861,0.86837,21900.0781,21936.0,22632.0
256,12.8,53.8722,0.755854,332.7902,263.9051,263.1526,107.5,107.6402,16775.6278,0.858404,21865.6406,21913.0,22593.0
257,12.85,53.985,0.76314,332.6634,263.9086,263.1822,107.5,108.46,16564.3707,0.847594,21831.6445,21876.0,22555.5
258,12.9,54.0977,0.770327,330.7961,269.8724,269.0947,95.5,108.9353,17027.2488,0.87128,21798.1055,21830.0,22514.5
259,12.95,54.2105,0.777412,330.6674,266.8711,266.0621,95.5,108.9397,16592.2084,0.849019,21765.043,21810.0,22494.0
260,13.0,54.3233,0.784393,329.7337,260.7742,259.8723,108.5,108.9385,16703.8027,0.854729,21732.4688,21772.0,22453.5
261,13.05,54.4361,0.791266,328.7362,260.81,259.9767,107.5,108.9276,16704.3063,0.854755,21700.3984,21767.0,22429.0
262,13.1,54.5489,0.798029,328.6713,260.8088,259.8902,107.5,109.0057,16260.2744,0.832034,21668.8516,21738.0,22403.5
263,13.15,54.6617,0.804677,326.8061,260.7954,259.8604,107.0,109.5876,16581.4794,0.84847,21637.8398,21695.0,22373.0
264,13.2,54.7744,0.81121,326.6753,260.8045,259.898,103.5,109.5752,16864.451,0.862949,21607.3887,21648.0,22333.5
265,13.25,54.8872,0.817623,325.7434,257.9035,257.1362,109.5,109.5688,16582.2406,0.848509,21577.5059,21595.0,22295.5
266,13.3,55.0,0.823913,324.8124,257.884,257.0871,107.5,110.0203,16675.5156,0.853282,21548.2109,21568.0,22256.0
267,13.35,55.1128,0.830079,324.6789,257.8974,257.1392,108.5,109.5426,16254.3987,0.831733,21519.5176,21547.0,22233.0
268,13.4,55.2256,0.836115,323.7484,254.9532,254.2486,108.0,109.5926,16245.6992,0.831288,21491.4453,21524.0,22202.5
269,13.45,55.3383,0.842021,322.8183,260.9595,260.2412,98.5,109.5964,16657.708,0.85237,21464.0078,21503.0,22181.0
270,13.5,55.4511,0.847792,322.6828,260.9534,260.1861,98.0,109.5899,16481.9015,0.843374,21437.2266,21482.0,22139.0
271,13.55,55.5639,0.853426,321.753,254.8798,254.0082,109.0,110.0277,16209.2107,0.829421,21411.1094,21451.0,22112.0
272,13.6,55.6767,0.85892,320.8243,257.8623,257.0649,98.5,110.8364,16266.7261,0.832364,21385.6797,21440.0,22094.0
273,13.65,55.7895,0.864271,320.6858,254.8569,254.0345,108.0,110.8266,16406.9618,0.83954,21360.9492,21428.0,22083.5
274,13.7,55.9023,0.869476,319.7577,254.8203,253.9224,108.0,110.5493,16498.7026,0.844234,21336.9297,21397.0,22052.0
275,13.75,56.015,0.874547,318.8295,251.8238,250.9267,108.0,110.5506,16409.1675,0.839653,21313.5703,21371.0,22036.5
276,13.8,56.1278,0.87949,318.6905,251.8195,250.9487,108.0,110.5461,16348.9857,0.836573,21290.8281,21341.0,22006.0
277,13.85,56.2406,0.88431,318.6904,257.816,256.8879,96.5,110.9846,16449.4744,0.841715,21268.6836,21316.0,21985.0
278,13.9,56.3534,0.889009,317.7624,251.8766,250.9827,108.0,110.9719,15826.693,0.809847,21247.1191,21279.0,21963.0
279,13.95,56.4662,0.89359,316.7648,248.868,247.9832,109.0,110.8898,15768.5717,0.806873,21226.1211,21249.0,21947.5
280,14.0,56.5789,0.898056,316.6937,248.8583,247.9667,108.5,110.5133,15897.5368,0.813473,21205.6797,21243.0,21929.5
281,14.05,56.6917,0.902408,316.6934,248.8585,247.9565,109.0,110.5078,15914.8148,0.814357,21185.7832,21225.0,21900.5
282,14.1,56.8045,0.906648,314.912,251.9118,251.0273,108.0,110.5038,15985.3136,0.817964,21166.4277,21215.0,21876.5
283,14.15,56.9173,0.910776,314.7695,251.9185,251.0763,98.5,110.5049,16110.2688,0.824358,21147.6016,21179.0,21853.5
284,14.2,57.0301,0.914795,314.698,251.9105,251.0386,98.5,110.9276,15938.6116,0.815574,21129.3027,21168.0,21840.0
285,14.25,57.1429,0.918706,314.6975,251.9186,251.0935,98.5,110.9161,16116.2412,0.824664,21111.5234,21152.0,21818.0
286,14.3,57.2556,0.922508,312.9178,248.9049,248.0809,108.0,110.9164,16338.9003,0.836057,21094.2559,21122.0,21794.5
287,14.35,57.3684,0.926205,312.8461,248.9088,248.1408,108.5,110.8411,16190.7135,0.828474,21077.4961,21143.0,21784.0
288,14.4,57.4812,0.929795,312.7021,248.8975,248.0878,108.5,110.4834,16007.1599,0.819082,21061.2422,21110.0,21762.5
289,14.45,57.594,0.933282,312.7016,245.8855,245.0938,108.5,110.4753,15980.9866,0.817743,21045.4844,21092.0,21750.5
290,14.5,57.7068,0.936664,311.7764,248.8917,248.0882,108.5,110.466,15927.7796,0.81502,21030.2227,21062.0,21727.5
291,14.55,57.8195,0.939943,310.9249,248.9018,248.1041,99.0,110.4603,16250.5556,0.831536,21015.4492,21062.0,21714.0
292,14.6,57.9323,0.94312,310.7789,248.9041,248.0781,98.5,110.8744,16073.685,0.822486,21001.1641,21043.0,21694.5
293,14.65,58.0451,0.946196,310.7054,248.912,248.1298,96.5,110.8646,16053.399,0.821448,20987.3574,21039.0,21686.0
294,14.7,58.1579,0.949172,310.7047,248.924,248.0929,98.0,110.852,15969.8395,0.817172,20974.0273,21018.0,21677.0
295,14.75,58.2707,0.952048,310.7049,248.9258,248.0922,98.0,110.8638,15914.8372,0.814358,20961.1719,21004.0,21667.0
296,14.8,58.3835,0.954825,308.9314,245.9151,245.0984,109.0,110.807,16069.6103,0.822277,20948.7812,20979.0,21643.0
297,14.85,58.4962,0.957504,308.9313,245.9041,245.0473,108.5,110.8827,15934.0442,0.815341,20936.8594,20967.0,21637.5
298,14.9,58.609,0.960085,308.7835,245.913,245.0966,108.5,110.8782,15907.6688,0.813991,20925.3945,20958.0,21627.5
299,14.95,58.7218,0.962571,308.7094,245.9103,245.0821,108.5,110.8777,15842.8994,0.810677,20914.3828,20950.0,21621.0
300,15.0,58.8346,0.964961,308.7094,245.914,245.1045,108.5,110.8774,15754.7276,0.806165,20903.8242,20931.0,21610.0
301,15.05,58.9474,0.967256,308.7087,245.9196,245.1258,108.5,110.8114,15759.5631,0.806412,20893.709,20925.0,21600.0
302,15.1,59.0602,0.969458,308.7089,245.9195,245.1323,109.5,110.8292,15885.4274,0.812853,20884.0352,20926.0,21591.0
303,15.15,59.1729,0.971567,306.9378,245.8946,245.1007,100.0,110.8195,16297.6444,0.833946,20874.7949,20905.0,21571.5
304,15.2,59.2857,0.973584,306.9377,248.8932,248.0858,98.0,110.8218,16246.6325,0.831336,20865.9863,20901.0,21566.5
305,15.25,59.3985,0.975511,306.7882,242.9047,242.1227,111.0,110.8147,16145.3801,0.826155,20857.6016,20894.0,21555.0
306,15.3,59.5113,0.977348,306.7883,242.9082,242.1388,108.5,110.8143,16006.3158,0.819039,20849.6328,20893.0,21548.5
307,15.35,59.6241,0.979097,306.713,242.904,242.1281,108.5,110.8157,16149.8687,0.826384,20842.0781,20903.0,21545.0
308,15.4,59.7368,0.980758,306.7128,242.8988,242.1279,108.5,110.7809,16071.6035,0.822379,20834.9297,20898.0,21540.5
309,15.45,59.8496,0.982333,306.713,242.909,242.136,110.0,110.8585,16097.8382,0.823722,20828.1797,20886.0,21530.0
310,15.5,59.9624,0.983823,306.7128,242.9067,242.1486,109.5,110.8558,16082.7695,0.822951,20821.8223,20879.0,21529.0
311,15.55,60.0752,0.98523,305.866,242.92,242.202,109.0,110.8507,15791.1161,0.808027,20815.8496,20871.0,21522.0
312,15.6,60.188,0.986555,304.9445,242.9363,242.2168,109.0,110.8461,15771.1191,0.807004,20810.2539,20850.0,21511.5
313,15.65,60.3008,0.987799,304.9444,242.9355,242.2263,109.5,110.8485,15824.2791,0.809724,20805.0273,20840.0,21508.0
314,15.7,60.4135,0.988964,304.9443,242.9286,242.2121,109.0,110.8499,15752.558,0.806054,20800.1641,20834.0,21495.0
315,15.75,60.5263,0.990051,304.8688,242.9311,242.2091,108.5,110.8485,15778.2214,0.807367,20795.6465,20837.0,21496.0
316,15.8,60.6391,0.991063,304.8688,242.9321,242.2191,109.0,110.8474,15683.8369,0.802538,20791.4727,20829.0,21494.5
317,15.85,60.7519,0.992002,304.8688,242.9301,242.1931,109.5,110.8489,15583.1949,0.797388,20787.6289,20827.0,21489.5
318,15.9,60.8647,0.992869,304.7933,242.9302,242.2122,109.5,110.8493,15547.2371,0.795548,20784.1055,20826.0,21486.0
319,15.95,60.9774,0.993667,304.7177,242.9322,242.2056,109.5,110.8188,15719.8548,0.804381,20780.8887,20829.0,21490.0
320,16.0,61.0902,0.994399,304.718,242.935,242.2289,109.0,110.818,15720.051,0.804391,20777.9648,20822.0,21486.5
321,16.05,61.203,0.995067,304.7177,242.932,242.2215,108.5,110.819,15743.863,0.805609,20775.3184,20820.0,21483.0
322,16.1,61.3158,0.995674,304.7176,242.9352,242.2232,109.0,110.8192,15829.5025,0.809991,20772.9375,20819.0,21480.5
323,16.15,61.4286,0.996223,304.7175,242.9351,242.2368,109.0,110.8195,15874.4201,0.81229,20770.8027,20819.0,21479.0
324,16.2,61.5414,0.996718,304.7175,242.936,242.2052,109.0,110.8197,16130.9593,0.825417,20768.8984,20817.0,21478.0
325,16.25,61.6541,0.997162,304.7171,242.9341,242.1921,109.0,110.8208,16051.3792,0.821345,20767.2051,20819.0,21476.0
326,16.3,61.7669,0.997559,304.717,242.9323,242.1754,109.0,110.8213,16039.2489,0.820724,20765.7051,20815.0,21474.5
327,16.35,61.8797,0.997913,304.717,242.9301,242.1882,109.0,110.8212,16154.5389,0.826623,20764.3828,20816.0,21476.5
328,16.4,61.9925,0.998227,304.7172,242.932,242.1805,108.5,110.8206,16028.742,0.820186,20763.2227,20820.0,21478.0
329,16.45,62.1053,0.998503,304.7175,242.9304,242.1907,108.5,110.8195,16111.0283,0.824397,20762.207,20826.0,21479.5
330,16.5,62.218,0.998745,304.7177,242.9283,242.1665,108.0,110.819,16058.3501,0.821701,20761.3242,20826.0,21479.0
331,16.55,62.3308,0.998957,303.8717,242.93,242.1955,108.0,110.8203,16127.5221,0.825241,20760.5625,20833.0,21481.5
332,16.6,62.4436,0.999141,303.8717,242.9326,242.1985,108.5,110.8205,16040.6669,0.820796,20759.9043,20825.0,21479.0
333,16.65,62.5564,0.999301,303.8717,242.9308,242.1912,108.0,110.7671,15880.1465,0.812583,20759.3379,20830.0,21477.0
334,16.7,62.6692,0.99944,303.8717,242.9308,242.1889,108.5,110.7649,15949.0686,0.816109,20758.8555,20828.0,21475.0
335,16.75,62.782,0.999559,303.8717,242.9308,242.1833,108.5,110.7655,16057.0055,0.821633,20758.4453,20829.0,21476.0
336,16.8,62.8947,0.999659,303.8717,242.9306,242.1958,108.5,110.7668,15919.0529,0.814574,20758.1016,20828.0,21477.0
337,16.85,63.0075,0.999744,303.8717,242.925,242.1839,108.0,110.8418,15884.148,0.812787,20757.8203,20829.0,21478.0
338,16.9,63.1203,0.999813,303.8717,242.9265,242.1749,108.0,110.8429,15867.7492,0.811948,20757.5898,20828.0,21476.0
339,16.95,63.2331,0.999868,303.8717,239.9259,239.1529,108.5,110.8439,15816.7051,0.809336,20757.4082,20824.0,21474.5
340,17.0,63.3459,0.999912,303.8717,239.9251,239.1489,108.5,110.8429,15824.1498,0.809717,20757.2676,20822.0,21474.0
341,17.05,63.4586,0.999945,303.8717,239.9253,239.152,108.5,110.8435,15824.1675,0.809718,20757.1621,20821.0,21474.0
342,17.1,63.5714,0.999969,303.8717,239.9256,239.1653,108.5,110.8427,15830.1871,0.810026,20757.0879,20823.0,21475.0
343,17.15,63.6842,0.999985,303.8717,239.9256,239.1653,108.5,110.8427,15830.1871,0.810026,20757.0391,20823.0,21475.0
344,17.2,63.797,0.999994,303.8717,239.9263,239.168,108.5,110.8422,15827.2313,0.809875,20757.0098,20822.0,21475.0
345,17.25,63.9098,0.999999,303.8717,239.9259,239.1666,108.5,110.8422,15825.7205,0.809798,20756.9961,20821.0,21475.0
346,17.3,64.0226,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
347,17.35,64.1353,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
348,17.4,64.2481,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
349,17.45,64.3609,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
350,17.5,64.4737,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
351,17.55,64.5865,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
352,17.6,64.6992,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
353,17.65,64.812,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
354,17.7,64.9248,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
355,17.75,65.0376,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
356,17.8,65.1504,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
357,17.85,65.2632,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
358,17.9,65.3759,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
359,17.95,65.4887,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
360,18.0,65.6015,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
361,18.05,65.7143,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
362,18.1,65.8271,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
363,18.15,65.9398,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
364,18.2,66.0526,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
365,18.25,66.1654,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
366,18.3,66.2782,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
367,18.35,66.391,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
368,18.4,66.5038,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
369,18.45,66.6165,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
370,18.5,66.7293,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
371,18.55,66.8421,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
372,18.6,66.9549,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
373,18.65,67.0677,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
374,18.7,67.1805,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
375,18.75,67.2932,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
376,18.8,67.406,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
377,18.85,67.5188,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
378,18.9,67.6316,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
379,18.95,67.7444,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
380,19.0,67.8571,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
381,19.05,67.9699,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
382,19.1,68.0827,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
383,19.15,68.1955,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
384,19.2,68.3083,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
385,19.25,68.4211,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
386,19.3,68.5338,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
387,19.35,68.6466,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
388,19.4,68.7594,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
389,19.45,68.8722,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
390,19.5,68.985,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
391,19.55,69.0977,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
392,19.6,69.2105,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
393,19.65,69.3233,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
394,19.7,69.4361,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
395,19.75,69.5489,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
396,19.8,69.6617,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
397,19.85,69.7744,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
398,19.9,69.8872,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
399,19.95,70.0,1.0,303.8717,239.927,239.182,108.5,110.8426,15869.3082,0.812028,20756.9922,20821.0,21476.0
